State,County,Date Detected,Bird Species
Minnesota,Scott,2025-04-21,Mallard
Pennsylvania,Lancaster,2025-04-21,Black vulture
Pennsylvania,Lancaster,2025-04-21,Black vulture
Ohio,Ottawa,2025-04-15,Mallard
Ohio,Ottawa,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Minnesota,Scott,2025-04-15,Mallard
Ohio,Ottawa,2025-04-15,Mallard
Kansas,Barton,2025-04-10,Blue-winged teal
Pennsylvania,York,2025-04-10,Black vulture
Pennsylvania,York,2025-04-10,Black vulture
Pennsylvania,York,2025-04-10,Black vulture
Connecticut,New Haven,2025-03-27,Mallard
Connecticut,New London,2025-03-27,Mallard
Rhode Island,Washington,2025-03-27,American black duck
Rhode Island,Washington,2025-03-27,American black duck
California,Kern,2025-03-25,Turkey vulture
California,Kern,2025-03-25,Turkey vulture
Colorado,Larimer,2025-03-24,Mallard
New Mexico,Chaves,2025-03-21,Great horned owl
Vermont,Addison,2025-03-21,Canada goose
Vermont,Addison,2025-03-21,Canada goose
Vermont,Addison,2025-03-21,Canada goose
Vermont,Addison,2025-03-21,Canada goose
Vermont,Addison,2025-03-21,Canada goose
Indiana,Starke,2025-03-20,Mallard
Indiana,Starke,2025-03-20,Mallard
Indiana,Starke,2025-03-20,Mallard
Iowa,Johnson,2025-03-19,Canada goose
Wisconsin,Dane,2025-03-19,Sandhill crane
Illinois,Cook,2025-03-19,Red-breasted merganser
Illinois,Cook,2025-03-19,Red-breasted merganser
Illinois,Cook,2025-03-19,Red-breasted merganser
Illinois,Cook,2025-03-19,Red-breasted merganser
Illinois,Cook,2025-03-19,Red-breasted merganser
Oklahoma,Texas,2025-03-17,Canada goose
Oklahoma,Texas,2025-03-17,Canada goose
Oklahoma,Texas,2025-03-17,Grackle (unidentified)
Iowa,Jackson,2025-03-17,Peregrine falcon
South Dakota,Clay,2025-03-14,Bald eagle
Florida,Brevard,2025-03-14,Black vulture
Florida,Seminole,2025-03-14,Black vulture
Colorado,Larimer,2025-03-13,Mallard
Minnesota,Itasca,2025-03-13,American coot
Oregon,Lincoln,2025-03-13,Peregrine falcon
Oregon,Marion,2025-03-13,Cackling goose
Oregon,Marion,2025-03-13,Cackling goose
Oregon,Lane,2025-03-13,Green-winged teal
South Carolina,Horry,2025-03-12,Canada goose
Florida,Brevard,2025-03-12,Black vulture
Florida,Brevard,2025-03-12,Black vulture
California,San Diego,2025-03-12,American white pelican
Oregon,Lane,2025-03-12,Cackling goose
Oregon,Harney,2025-03-12,Sandhill crane
Oregon,Lane,2025-03-12,Cackling goose
Oregon,Marion,2025-03-12,Cackling goose
Oregon,Lane,2025-03-12,American white pelican
Oregon,Multnomah,2025-03-12,Cackling goose
Michigan,Ingham,2025-03-11,Mallard
Michigan,Ingham,2025-03-11,Mallard
Michigan,Ingham,2025-03-11,Mallard
Michigan,Ingham,2025-03-11,Mallard
Michigan,Ingham,2025-03-11,Mallard
Virginia,Chesterfield,2025-03-10,Black vulture
Virginia,Chesterfield,2025-03-10,Black vulture
Rhode Island,Washington,2025-03-10,Mallard
Rhode Island,Washington,2025-03-10,American black duck
Rhode Island,Washington,2025-03-10,American black duck
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,American black duck
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
Maine,Kennebec,2025-03-07,Mallard
West Virginia,Monongalia,2025-03-06,Canada goose
West Virginia,Monongalia,2025-03-06,Canada goose
West Virginia,Monongalia,2025-03-06,Canada goose
Alaska,Matanuska-Susitna,2025-03-06,Mallard
Alaska,Matanuska-Susitna,2025-03-06,Mallard
Michigan,Eaton,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
Michigan,Ingham,2025-03-06,Mallard
New York,Bronx,2025-03-06,Cooper's hawk
West Virginia,Monongalia,2025-02-27,Canada goose
West Virginia,Monongalia,2025-02-27,Canada goose
Massachusetts,Worcester,2025-02-27,Mallard
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Texas,Bexar,2025-02-27,Black vulture
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard
Maine,York,2025-02-27,Mallard/Black duck hybrid
Maine,York,2025-02-27,Mallard
New Hampshire,Grafton,2025-02-27,Mallard
New Hampshire,Grafton,2025-02-27,Mallard
New Hampshire,Grafton,2025-02-27,Mallard
New Hampshire,Strafford,2025-02-27,Red-tailed hawk
New Hampshire,Belknap,2025-02-26,Mallard
Washington,Franklin,2025-02-25,European starling
Rhode Island,Kent,2025-02-25,Mallard
Rhode Island,Kent,2025-02-25,Mallard
Rhode Island,Kent,2025-02-25,Mallard
Rhode Island,Kent,2025-02-25,Mallard
Rhode Island,Kent,2025-02-25,American black duck
Indiana,Jackson,2025-02-25,Lesser scaup
Michigan,Jackson,2025-02-25,Mallard
Michigan,Jackson,2025-02-25,Mallard
Michigan,Jackson,2025-02-25,Mallard
Washington,Franklin,2025-02-25,House sparrow
Washington,Franklin,2025-02-25,European starling
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard/Black duck hybrid
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
North Carolina,Currituck,2025-02-24,Green-winged teal
North Carolina,Currituck,2025-02-24,Green-winged teal
North Carolina,Currituck,2025-02-24,Green-winged teal
North Carolina,Currituck,2025-02-24,Green-winged teal
New Hampshire,Belknap,2025-02-24,Canada goose
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard/Black duck hybrid
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,York,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard/Black duck hybrid
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
Maine,Kennebec,2025-02-24,Mallard
New Hampshire,Belknap,2025-02-24,Mallard
New Hampshire,Belknap,2025-02-24,Mallard
New Hampshire,Belknap,2025-02-24,Mallard
New Hampshire,Belknap,2025-02-24,Mallard
New Hampshire,Belknap,2025-02-24,Mallard
New Hampshire,Belknap,2025-02-24,Mallard
New Hampshire,Belknap,2025-02-24,Mallard
Maryland,Somerset,2025-02-21,Mallard
Maryland,Somerset,2025-02-21,American black duck
Maryland,Dorchester,2025-02-21,Mallard
Maryland,Dorchester,2025-02-21,Mallard
Maryland,Dorchester,2025-02-21,Mallard
Maryland,Dorchester,2025-02-21,Gadwall
Maryland,Dorchester,2025-02-21,Mallard
Maryland,Dorchester,2025-02-21,Mallard
Maryland,Dorchester,2025-02-21,Mallard
Maryland,Dorchester,2025-02-21,Mallard
Maryland,Dorchester,2025-02-21,Mallard
Rhode Island,Providence,2025-02-21,Mallard
Rhode Island,Providence,2025-02-21,American black duck
Connecticut,New London,2025-02-21,Great horned owl
Connecticut,New London,2025-02-21,Red-shouldered hawk
Connecticut,New London,2025-02-21,Ring-billed gull
Massachusetts,Worcester,2025-02-21,Hooded merganser
Massachusetts,Worcester,2025-02-21,Blue jay
Massachusetts,Middlesex,2025-02-21,Canada goose
Connecticut,Middlesex,2025-02-20,Red-tailed hawk
Nevada,Churchill,2025-02-18,House sparrow
Nevada,Churchill,2025-02-18,European starling
Nevada,Churchill,2025-02-18,Barn owl
Illinois,Cook,2025-02-18,Bufflehead
Illinois,Cook,2025-02-18,Red-breasted merganser
Illinois,Cook,2025-02-18,Red-breasted merganser
Illinois,Cook,2025-02-18,Red-breasted merganser
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard/Black duck hybrid
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Rockingham,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,American black duck
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,American black duck
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
New Hampshire,Belknap,2025-02-18,Mallard
Pennsylvania,Mercer,2025-02-18,Canada goose
West Virginia,Lewis,2025-02-14,Canada goose
Nebraska,Buffalo,2025-02-13,Mallard
Nebraska,Buffalo,2025-02-13,Mallard
Nebraska,Buffalo,2025-02-13,Mallard
Nebraska,Buffalo,2025-02-13,Mallard
New York,Cayuga,2025-02-13,American black duck
Nevada,Churchill,2025-02-13,Ring-billed gull
Utah,Davis,2025-02-13,Mallard
Utah,Davis,2025-02-13,Mallard
Utah,Davis,2025-02-13,Mallard
Wisconsin,Wood,2025-02-13,American crow
Wisconsin,Wood,2025-02-13,Barred owl
Alabama,Jackson,2025-02-13,Northern shoveler
Alabama,Marshall,2025-02-12,Wood duck
New Mexico,Socorro,2025-02-12,Northern pintail
New York,Essex,2025-02-10,Mallard/Black duck hybrid
New York,Essex,2025-02-10,Mallard
New York,Essex,2025-02-10,Mallard
New York,Essex,2025-02-10,Mallard
New York,Essex,2025-02-10,Mallard
New York,Essex,2025-02-10,Mallard
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Mississippi,Lowndes,2025-02-10,Black vulture
Pennsylvania,Cumberland,2025-02-10,Mallard
Pennsylvania,Cumberland,2025-02-10,Mallard
Pennsylvania,Cumberland,2025-02-10,Mallard
Rhode Island,Providence,2025-02-10,Mallard
Rhode Island,Providence,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
Pennsylvania,Union,2025-02-10,Mallard
California,Fresno,2025-02-10,Green-winged teal
California,Fresno,2025-02-10,Mallard
Alabama,Jackson,2025-02-10,Gadwall
Alabama,Jackson,2025-02-10,Wood duck
Louisiana,Vermilion,2025-02-10,Green-winged teal
Louisiana,Vermilion,2025-02-10,Green-winged teal
Louisiana,Vermilion,2025-02-10,Green-winged teal
Louisiana,Vermilion,2025-02-10,Green-winged teal
Louisiana,Vermilion,2025-02-10,Green-winged teal
Louisiana,Cameron,2025-02-10,Eurasian wigeon
Alabama,Jackson,2025-02-10,Gadwall
Alabama,Jackson,2025-02-10,American wigeon
Alabama,Jackson,2025-02-10,Gadwall
Alabama,Jackson,2025-02-10,American wigeon
Alabama,Jackson,2025-02-10,Gadwall
Alabama,Jackson,2025-02-10,Gadwall
Connecticut,New Haven,2025-02-10,American black duck
California,Riverside,2025-02-10,Common raven
California,Yolo,2025-02-10,Western gull
North Carolina,Buncombe,2025-02-10,Cackling goose
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Louisiana,Cameron,2025-02-10,Blue-winged teal
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
Indiana,Starke,2025-02-06,Mallard
California,San Joaquin,2025-02-06,Turkey vulture
California,San Joaquin,2025-02-06,Turkey vulture
Arizona,Mohave,2025-02-06,American wigeon
Arizona,Mohave,2025-02-06,American wigeon
Arizona,Mohave,2025-02-06,American wigeon
Arizona,Mohave,2025-02-06,American wigeon
Arizona,Mohave,2025-02-06,American wigeon
Arizona,Mohave,2025-02-06,American wigeon
Pennsylvania,Columbia,2025-02-06,Goose (unidentified)
Pennsylvania,Columbia,2025-02-06,Goose (unidentified)
Pennsylvania,Columbia,2025-02-06,Goose (unidentified)
Florida,Brevard,2025-02-05,Lesser scaup
Florida,Brevard,2025-02-05,Ruddy duck
Florida,Brevard,2025-02-05,Lesser scaup
Florida,Brevard,2025-02-05,Ruddy duck
Florida,Brevard,2025-02-05,Ruddy duck
Florida,Brevard,2025-02-05,Ruddy duck
Florida,Brevard,2025-02-05,Ruddy duck
Florida,Brevard,2025-02-05,Ruddy duck
Florida,Brevard,2025-02-05,Ruddy duck
North Carolina,Hyde,2025-02-05,Northern pintail
North Carolina,Hyde,2025-02-05,American wigeon
North Carolina,Currituck,2025-02-05,Green-winged teal
North Carolina,Currituck,2025-02-05,Greater scaup
North Carolina,Currituck,2025-02-05,Greater scaup
North Carolina,Hyde,2025-02-05,American wigeon
New Jersey,Burlington,2025-02-05,Mallard
New Jersey,Burlington,2025-02-05,Mallard
New Jersey,Burlington,2025-02-05,Mallard
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Tyrrell,2025-02-05,Blue-winged teal
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Tyrrell,2025-02-05,Gadwall
North Carolina,Tyrrell,2025-02-05,Gadwall
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Tyrrell,2025-02-05,Wood duck
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Tyrrell,2025-02-05,Green-winged teal
North Carolina,Hyde,2025-02-05,Green-winged teal
North Carolina,Hyde,2025-02-05,Green-winged teal
North Carolina,Hyde,2025-02-05,Green-winged teal
North Carolina,Hyde,2025-02-05,Green-winged teal
North Carolina,Hyde,2025-02-05,Northern shoveler
North Carolina,Hyde,2025-02-05,Northern shoveler
North Carolina,Hyde,2025-02-05,Northern shoveler
North Carolina,Hyde,2025-02-05,Green-winged teal
North Carolina,Hyde,2025-02-05,Wood duck
California,Tulare,2025-02-05,Rock pigeon
Nebraska,Buffalo,2025-02-04,Mallard
Nebraska,Buffalo,2025-02-04,Mallard
Nebraska,Buffalo,2025-02-04,Mallard
Nebraska,Buffalo,2025-02-04,Mallard
Nebraska,Buffalo,2025-02-04,Mallard
Oregon,Columbia,2025-02-04,Mallard
Oregon,Columbia,2025-02-04,Mallard
Oregon,Columbia,2025-02-04,Mallard
Michigan,Eaton,2025-02-04,Mallard
Michigan,Eaton,2025-02-04,Mallard
Michigan,Eaton,2025-02-04,Mallard
Massachusetts,Middlesex,2025-02-04,Canada goose
Massachusetts,Middlesex,2025-02-04,Mallard
Massachusetts,Middlesex,2025-02-04,Red-breasted merganser
North Dakota,Oliver,2025-02-04,Canada goose
North Dakota,Oliver,2025-02-04,Canada goose
Connecticut,Middlesex,2025-02-04,Mallard
Florida,Leon,2025-02-04,Ring-necked duck
Florida,Leon,2025-02-04,Wood duck
Florida,Leon,2025-02-04,Green-winged teal
California,San Diego,2025-02-04,Western gull
California,San Diego,2025-02-04,Western gull
California,San Diego,2025-02-04,Western gull
California,San Diego,2025-02-04,Western gull
California,San Diego,2025-02-04,California gull
Texas,Lubbock,2025-02-04,Common grackle
Idaho,Gooding,2025-02-03,Mallard
Michigan,Eaton,2025-02-03,Mallard
Michigan,Eaton,2025-02-03,Mallard
Michigan,Eaton,2025-02-03,Mallard
Michigan,Eaton,2025-02-03,Mallard
Indiana,Starke,2025-02-03,Mallard
North Dakota,Oliver,2025-02-03,Canada goose
North Dakota,Oliver,2025-02-03,Canada goose
Alabama,Baldwin,2025-02-03,House finch
Minnesota,Hennepin,2025-02-03,Great horned owl
New Mexico,Socorro,2025-02-03,American wigeon
Mississippi,Leflore,2025-02-03,Mallard
Louisiana,Cameron,2025-01-31,Green-winged teal
Connecticut,Fairfield,2025-01-31,American black duck
New Hampshire,Merrimack,2025-01-31,Mallard
New Hampshire,Merrimack,2025-01-31,Mallard
New Hampshire,Merrimack,2025-01-31,Mallard
New Hampshire,Merrimack,2025-01-31,Mallard
New Hampshire,Merrimack,2025-01-31,Mallard
Virginia,Virginia Beach,2025-01-31,Ruddy duck
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
Connecticut,New Haven,2025-01-30,American black duck
Connecticut,New Haven,2025-01-30,American black duck
South Carolina,Colleton,2025-01-30,Gadwall
Massachusetts,Barnstable,2025-01-30,Peregrine falcon
Delaware,Kent,2025-01-30,Mallard
South Carolina,Charleston,2025-01-30,American wigeon
South Carolina,Charleston,2025-01-30,American wigeon
South Carolina,Charleston,2025-01-30,Green-winged teal
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
New Hampshire,Merrimack,2025-01-30,Mallard
