State,County,Date Detected,Bird Species
Mississippi,Clay,2023-01-26,Black vulture
Mississippi,Clay,2023-01-26,Black vulture
Mississippi,Clay,2023-01-26,Black vulture
Mississippi,Clay,2023-01-26,Black vulture
California,Imperial,2023-01-26,Northern shoveler
Mississippi,Clay,2023-01-26,Black vulture
North Dakota,Cass,2023-01-24,Snow goose
North Dakota,Mercer,2023-01-24,Canada goose
North Dakota,Mercer,2023-01-24,Canada goose
North Dakota,Mercer,2023-01-24,Canada goose
Minnesota,Dakota,2023-01-24,Bald eagle
Colorado,Larimer,2023-01-24,Canada goose
Colorado,Arapahoe,2023-01-24,Great horned owl
Colorado,Denver,2023-01-24,Magpie (unidentified)
Colorado,Arapahoe,2023-01-24,Red-tailed hawk
Arizona,Coconino,2023-01-24,Canada goose
Oregon,Multnomah,2023-01-24,American crow
Oregon,Multnomah,2023-01-24,Bald eagle
Oregon,Multnomah,2023-01-24,Snow goose
Wyoming,Johnson,2023-01-24,Wild turkey
Wyoming,Johnson,2023-01-24,Wild turkey
Wyoming,Hot Springs,2023-01-24,Golden eagle
Wyoming,Goshen,2023-01-24,Red-tailed hawk
North Carolina,Hyde,2023-01-24,Gadwall
Tennessee,Hawkins,2023-01-24,Mallard
Tennessee,Wilson,2023-01-24,Mallard
California,Yolo,2023-01-24,Northern shoveler
Michigan,Isabella,2023-01-23,Canada goose
Michigan,Isabella,2023-01-23,Canada goose
Kansas,Wabaunsee,2023-01-20,American crow
South Carolina,Clarendon,2023-01-20,American white pelican
North Carolina,Dare,2023-01-20,Brown pelican
Florida,Duval,2023-01-20,Bald eagle
Wyoming,Hot Springs,2023-01-20,Canada goose
Wyoming,Natrona,2023-01-20,Canada goose
Wyoming,Fremont,2023-01-20,Red-tailed hawk
Wyoming,Goshen,2023-01-20,Great horned owl
Iowa,Story,2023-01-20,Trumpeter swan
California,Butte,2023-01-20,Turkey vulture
Washington,Whitman,2023-01-20,Bald eagle
Alaska,Fairbanks North Star,2023-01-20,Lesser scaup
Wisconsin,Wood,2023-01-20,Bald eagle
California,Glenn,2023-01-20,Red-tailed hawk
California,Glenn,2023-01-20,Great horned owl
California,Glenn,2023-01-20,Ross's goose
California,Glenn,2023-01-20,Snow goose
New Mexico,Santa Fe,2023-01-20,Red-tailed hawk
Colorado,Broomfield,2023-01-19,Canada goose
Colorado,Kiowa,2023-01-19,Red-tailed hawk
Colorado,Delta,2023-01-19,Canada goose
Colorado,Larimer,2023-01-19,Red-tailed hawk
New York,Seneca,2023-01-19,Canada goose
New York,Onondaga,2023-01-19,Canada goose
Delaware,Kent,2023-01-19,Snow goose
Oregon,Clatsop,2023-01-18,Mallard
Massachusetts,Barnstable,2023-01-18,Great black-backed gull
Massachusetts,Barnstable,2023-01-18,Red-tailed hawk
Massachusetts,Plymouth,2023-01-18,Turkey vulture
Massachusetts,Barnstable,2023-01-18,Great black-backed gull
Massachusetts,Barnstable,2023-01-18,Herring gull
Massachusetts,Barnstable,2023-01-18,Great black-backed gull
Massachusetts,Barnstable,2023-01-18,American black duck
Massachusetts,Middlesex,2023-01-18,Red-tailed hawk
Massachusetts,Middlesex,2023-01-18,Red-tailed hawk
Massachusetts,Barnstable,2023-01-18,Great black-backed gull
Massachusetts,Barnstable,2023-01-18,Great black-backed gull
Massachusetts,Hampden,2023-01-18,Canada goose
Massachusetts,Barnstable,2023-01-18,Canada goose
Massachusetts,Plymouth,2023-01-18,Canada goose
Massachusetts,Barnstable,2023-01-18,Bufflehead
Massachusetts,Plymouth,2023-01-18,Common goldeneye
Massachusetts,Barnstable,2023-01-18,Herring gull
Massachusetts,Barnstable,2023-01-18,Green-winged teal
Massachusetts,Barnstable,2023-01-18,Double-crested cormorant
Massachusetts,Norfolk,2023-01-18,Double-crested cormorant
Massachusetts,Essex,2023-01-18,Canada goose
Colorado,Larimer,2023-01-18,Great horned owl
Colorado,Weld,2023-01-18,Great horned owl
Colorado,Weld,2023-01-18,Red-tailed hawk
Colorado,Larimer,2023-01-18,Red-tailed hawk
Colorado,Denver,2023-01-18,Goose (unidentified)
New Mexico,Eddy,2023-01-18,Red-tailed hawk
Colorado,Larimer,2023-01-18,Great horned owl
Missouri,Benton,2023-01-18,Snow goose
Missouri,St. Louis,2023-01-18,Red-tailed hawk
Missouri,St. Louis,2023-01-18,Turkey vulture
Missouri,Clay,2023-01-18,Goose (unidentified)
Colorado,Pueblo,2023-01-18,Common raven
Colorado,Yuma,2023-01-18,Canada goose
Colorado,Yuma,2023-01-18,Red-tailed hawk
Colorado,Logan,2023-01-18,Canada goose
Colorado,Mesa,2023-01-18,Great horned owl
Colorado,Jefferson,2023-01-18,Canada goose
Oregon,Lane,2023-01-18,Red-tailed hawk
Nebraska,Lincoln,2023-01-18,Canada goose
Nebraska,Lincoln,2023-01-18,Canada goose
Florida,Alachua,2023-01-18,Sandhill crane
Maryland,Charles,2023-01-18,Canada goose
Maryland,Charles,2023-01-18,Canada goose
New York,Nassau,2023-01-18,Peregrine falcon
Montana,Gallatin,2023-01-18,Greater scaup
Arkansas,Greene,2023-01-18,Snow goose
Oregon,Lake,2023-01-18,Green-winged teal
Arkansas,Arkansas,2023-01-18,Snow goose
Arkansas,White,2023-01-18,Snow goose
Arkansas,Craighead,2023-01-18,Snow goose
Arkansas,Union,2023-01-18,Snow goose
Arkansas,Lonoke,2023-01-18,Ross's goose
Arkansas,Greene,2023-01-18,Great horned owl
Arkansas,Craighead,2023-01-18,Ross's goose
Arkansas,Greene,2023-01-18,Snow goose
Arkansas,Grant,2023-01-18,Ross's goose
Arkansas,Perry,2023-01-18,Snow goose
North Carolina,Hyde,2023-01-18,Northern shoveler
Arkansas,Greene,2023-01-18,Snow goose
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
Mississippi,Jasper,2023-01-18,Black vulture
California,Ventura,2023-01-17,Canada goose
California,Ventura,2023-01-17,Canada goose
California,Ventura,2023-01-17,Goose (unidentified)
South Dakota,Potter,2023-01-13,Bald eagle
Utah,Davis,2023-01-13,Crow (unidentified)
Utah,Weber,2023-01-13,Goose (unidentified)
Utah,Weber,2023-01-13,Goose (unidentified)
Utah,Weber,2023-01-13,Goose (unidentified)
Utah,Weber,2023-01-13,Goose (unidentified)
Utah,Weber,2023-01-13,Goose (unidentified)
Utah,Cache,2023-01-13,Goose (unidentified)
Utah,Weber,2023-01-13,Goose (unidentified)
Utah,Cache,2023-01-13,Canada goose
Utah,Cache,2023-01-13,Canada goose
Oklahoma,Rogers,2023-01-13,Bald eagle
California,San Joaquin,2023-01-13,Herring gull
California,San Joaquin,2023-01-13,Herring gull
California,San Joaquin,2023-01-13,Herring gull
California,San Joaquin,2023-01-13,Greater white-fronted goose
California,San Joaquin,2023-01-13,Greater white-fronted goose
California,San Joaquin,2023-01-13,Cackling goose
Wyoming,Fremont,2023-01-13,Great horned owl
Wyoming,Johnson,2023-01-13,Canada goose
Pennsylvania,Berks,2023-01-13,Bald eagle
Pennsylvania,Berks,2023-01-13,Mute swan
Pennsylvania,Berks,2023-01-13,Mute swan
Washington,Whitman,2023-01-13,Hawk (unidentified)
Idaho,Ada,2023-01-13,Magpie (unidentified)
California,Los Angeles,2023-01-13,Turkey vulture
California,Los Angeles,2023-01-13,Turkey vulture
California,Marin,2023-01-13,Bufflehead
California,Marin,2023-01-13,Common raven
California,Marin,2023-01-13,Great horned owl
California,Sutter,2023-01-13,Red-tailed hawk
California,Lassen,2023-01-13,Red-tailed hawk
California,San Francisco,2023-01-13,Great horned owl
Utah,Duchesne,2023-01-13,Goose (unidentified)
Utah,Duchesne,2023-01-13,Goose (unidentified)
Utah,Duchesne,2023-01-13,Duck (unidentified)
Utah,Duchesne,2023-01-13,Goose (unidentified)
Utah,Duchesne,2023-01-13,Red-tailed hawk
Utah,Utah,2023-01-13,Goose (unidentified)
Texas,Carson,2023-01-13,Red-tailed hawk
Texas,Carson,2023-01-13,Cackling goose
New York,Cayuga,2023-01-13,Red-tailed hawk
Wyoming,Park,2023-01-13,Canada goose
Arizona,La Paz,2023-01-13,Snow goose
California,Solano,2023-01-13,American wigeon
California,Solano,2023-01-13,Green-winged teal
California,Solano,2023-01-13,Green-winged teal
California,Solano,2023-01-13,Mallard
California,Solano,2023-01-13,Cinnamon teal
California,Solano,2023-01-13,Gadwall
California,Humboldt,2023-01-13,Common raven
Wyoming,Fremont,2023-01-13,Red-tailed hawk
Michigan,Isabella,2023-01-12,Canada goose
Michigan,Isabella,2023-01-12,Canada goose
Michigan,Hillsdale,2023-01-12,Bald eagle
Oregon,Lincoln,2023-01-12,Gull (unidentified)
North Carolina,Hyde,2023-01-12,Brown pelican
North Carolina,Jones,2023-01-12,Bald eagle
North Carolina,Dare,2023-01-12,Bufflehead
North Carolina,Camden,2023-01-12,Bald eagle
Montana,Yellowstone,2023-01-12,Red-tailed hawk
Montana,Gallatin,2023-01-12,Red-tailed hawk
Montana,Park,2023-01-12,Bald eagle
Oregon,Clatsop,2023-01-12,Red-necked phalarope
California,San Joaquin,2023-01-12,Snow goose
California,Mendocino,2023-01-12,California gull
California,Mendocino,2023-01-12,Canada goose
California,Mendocino,2023-01-12,Common raven
California,Sonoma,2023-01-12,Turkey vulture
California,Sonoma,2023-01-12,Snow goose
California,Sonoma,2023-01-12,Bufflehead
California,Merced,2023-01-12,Gull (unidentified)
California,Merced,2023-01-12,Snow goose
California,Merced,2023-01-12,Ross's goose
Tennessee,Hamblen,2023-01-12,Bald eagle
Georgia,Peach,2023-01-12,Black vulture
Kansas,Marion,2023-01-12,Mallard
Kansas,Marion,2023-01-12,Greater white-fronted goose
Kansas,Marion,2023-01-12,Greater white-fronted goose
Kansas,Marion,2023-01-12,Greater white-fronted goose
Oregon,Deschutes,2023-01-12,Great horned owl
Oregon,Clatsop,2023-01-12,Gull (unidentified)
Oregon,Crook,2023-01-12,Canada goose
Oregon,Deschutes,2023-01-12,Sharp-shinned hawk
Oregon,Clatsop,2023-01-12,Sanderling
Wyoming,Park,2023-01-12,Red-tailed hawk
Wyoming,Park,2023-01-12,Great horned owl
Wyoming,Park,2023-01-12,Canada goose
Wyoming,Hot Springs,2023-01-12,Common goldeneye
California,Fresno,2023-01-12,Northern shoveler
Texas,Hale,2023-01-12,American wigeon
Nebraska,Douglas,2023-01-12,Canada goose
Alabama,Jackson,2023-01-12,Gadwall
Maine,Penobscot,2023-01-12,Mallard
Tennessee,Hamilton,2023-01-11,Peafowl (unidentified)
Alaska,Southeast Fairbanks,2023-01-10,Green-winged teal
Alaska,Southeast Fairbanks,2023-01-10,Northern pintail
Alaska,Southeast Fairbanks,2023-01-10,Northern pintail
Colorado,Weld,2023-01-10,Great horned owl
Colorado,Larimer,2023-01-10,Red-tailed hawk
Colorado,Larimer,2023-01-10,Great horned owl
Colorado,Larimer,2023-01-10,Red-tailed hawk
Colorado,Larimer,2023-01-10,Red-tailed hawk
Iowa,Black Hawk,2023-01-10,American crow
Iowa,Black Hawk,2023-01-10,American crow
Iowa,Black Hawk,2023-01-10,American crow
Iowa,Black Hawk,2023-01-10,American crow
Iowa,Black Hawk,2023-01-10,American crow
Iowa,Black Hawk,2023-01-10,American crow
Iowa,Black Hawk,2023-01-10,American crow
California,Solano,2023-01-10,Muscovy duck
Colorado,El Paso,2023-01-10,Canada goose
Colorado,Saguache,2023-01-10,Canada goose
Colorado,Arapahoe,2023-01-10,Canada goose
Colorado,Mesa,2023-01-10,Goose (unidentified)
Colorado,Pueblo,2023-01-10,Canada goose
Colorado,Montrose,2023-01-10,Canada goose
California,Solano,2023-01-10,Muscovy duck
North Carolina,Wake,2023-01-10,Vulture (unidentified)
Colorado,Larimer,2023-01-10,Goose (unidentified)
Wyoming,Laramie,2023-01-10,Great horned owl
New York,Tompkins,2023-01-10,Snow goose
New York,Suffolk,2023-01-10,Bald eagle
New York,Saratoga,2023-01-10,Barred owl
Washington,Franklin,2023-01-10,Mallard
Alaska,Southeast Fairbanks,2023-01-10,Green-winged teal
Alaska,Southeast Fairbanks,2023-01-10,Northern pintail
North Carolina,Hyde,2023-01-10,American wigeon
North Carolina,Hyde,2023-01-10,Green-winged teal
Michigan,Huron,2023-01-09,Tundra swan
Michigan,Cheboygan,2023-01-09,Bald eagle
Michigan,Baraga,2023-01-09,Canada goose
Colorado,Denver,2023-01-09,Crow (unidentified)
Colorado,Larimer,2023-01-09,Canada goose
Colorado,Boulder,2023-01-09,Canada goose
South Dakota,Pennington,2023-01-09,Ring-necked duck
Pennsylvania,Lancaster,2023-01-09,Mallard
Minnesota,Anoka,2023-01-09,Red-tailed hawk
North Carolina,Washington,2023-01-09,Tundra swan
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Ross's goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Ross's goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Ross's goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Greater white-fronted goose
Louisiana,Morehouse,2023-01-09,Greater white-fronted goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Morehouse,2023-01-09,Snow goose
Louisiana,Cameron,2023-01-09,Snow goose
Louisiana,Cameron,2023-01-09,Snow goose
Louisiana,Cameron,2023-01-09,Snow goose
Colorado,Larimer,2023-01-09,Red-tailed hawk
Colorado,Denver,2023-01-09,Magpie (unidentified)
Colorado,Douglas,2023-01-09,Wood duck
South Carolina,Charleston,2023-01-09,Brown pelican
South Carolina,Charleston,2023-01-09,Northern gannet
Wyoming,Fremont,2023-01-09,Hawk (unidentified)
Wyoming,Platte,2023-01-09,Canada goose
Wyoming,Platte,2023-01-09,Canada goose
Wyoming,Platte,2023-01-09,Hawk (unidentified)
Nebraska,Cheyenne,2023-01-09,Canada goose
Idaho,Canyon,2023-01-09,Mallard
South Dakota,Pennington,2023-01-09,Ring-necked duck
South Dakota,Butte,2023-01-09,Hawk (unidentified)
South Dakota,Fall River,2023-01-09,Canada goose
South Dakota,Pennington,2023-01-09,Canada goose
South Dakota,Pennington,2023-01-09,Canada goose
California,Solano,2023-01-09,Common raven
California,Placer,2023-01-09,Red-tailed hawk
California,Placer,2023-01-09,Turkey vulture
California,Napa,2023-01-09,Turkey vulture
California,Colusa,2023-01-09,Red-tailed hawk
California,San Diego,2023-01-09,Red-tailed hawk
California,San Diego,2023-01-09,Brant
California,Alameda,2023-01-09,Red-tailed hawk
California,Contra Costa,2023-01-09,Great horned owl
California,Contra Costa,2023-01-09,Red-tailed hawk
California,Contra Costa,2023-01-09,Turkey vulture
California,Lassen,2023-01-09,Eared grebe
California,Lassen,2023-01-09,Eared grebe
California,Lassen,2023-01-09,Western grebe
Iowa,Webster,2023-01-09,Bald eagle
South Carolina,Charleston,2023-01-05,Green-winged teal
South Carolina,Charleston,2023-01-05,Green-winged teal
South Carolina,Charleston,2023-01-05,Gadwall
South Carolina,Charleston,2023-01-05,Northern shoveler
South Carolina,Charleston,2023-01-05,American wigeon
Oregon,Lincoln,2023-01-05,Gull (unidentified)
Montana,Yellowstone,2023-01-05,Canada goose
Iowa,Buena Vista,2023-01-05,Canada goose
Kansas,Neosho,2023-01-05,Mallard
Texas,Freestone,2023-01-05,Redhead duck
Texas,Freestone,2023-01-05,Green-winged teal
California,Yolo,2023-01-05,Northern shoveler
California,Yolo,2023-01-05,Northern shoveler
California,Yolo,2023-01-05,Northern shoveler
California,Yolo,2023-01-05,Green-winged teal
California,Yolo,2023-01-05,Northern shoveler
California,Yolo,2023-01-05,Green-winged teal
Iowa,Cerro Gordo,2023-01-05,Mallard
Georgia,McIntosh,2023-01-04,Green-winged teal
Wisconsin,St. Croix,2023-01-04,Canada goose
Minnesota,Washington,2023-01-04,Canada goose
Colorado,Boulder,2023-01-04,Canada goose
Colorado,Boulder,2023-01-04,Canada goose
Colorado,Douglas,2023-01-04,American crow
Colorado,Douglas,2023-01-04,Cackling goose
Minnesota,Hennepin,2023-01-04,Trumpeter swan
North Carolina,Dare,2023-01-04,Double-crested cormorant
Minnesota,Hennepin,2023-01-04,American crow
Minnesota,Hennepin,2023-01-04,American crow
Minnesota,Hennepin,2023-01-04,American crow
Colorado,Larimer,2023-01-04,Red-tailed hawk
Colorado,Larimer,2023-01-04,Red-tailed hawk
Colorado,Larimer,2023-01-04,Cooper's hawk
Colorado,Denver,2023-01-04,Canada goose
Colorado,Denver,2023-01-04,Canada goose
Alaska,Aleutians West,2023-01-04,Bald eagle
Alaska,Aleutians West,2023-01-04,Bald eagle
Alaska,Aleutians West,2023-01-04,Glaucous gull
Alaska,Sitka,2023-01-04,Common raven
Wyoming,Laramie,2023-01-04,Canada goose
Wyoming,Goshen,2023-01-04,Red-tailed hawk
Wyoming,Laramie,2023-01-04,Canada goose
California,El Dorado,2023-01-04,Common raven
California,El Dorado,2023-01-04,Red-tailed hawk
South Carolina,Charleston,2023-01-04,Green-winged teal
Indiana,Greene,2023-01-04,Mallard
South Carolina,Colleton,2023-01-04,Gadwall
South Carolina,Colleton,2023-01-04,Mottled duck
Indiana,Monroe,2023-01-04,Mallard
South Carolina,Colleton,2023-01-04,Green-winged teal
South Carolina,Charleston,2023-01-04,Green-winged teal
South Carolina,Colleton,2023-01-04,Northern shoveler
South Carolina,Colleton,2023-01-04,American wigeon
South Carolina,Colleton,2023-01-04,Gadwall
South Carolina,Colleton,2023-01-04,Gadwall
Pennsylvania,Franklin,2023-01-04,Mallard
Alabama,Marion,2023-01-04,Snow goose
Alabama,Cullman,2023-01-04,Snow goose
Alabama,Morgan,2023-01-04,Gadwall
Alabama,Morgan,2023-01-04,Gadwall
Alabama,Morgan,2023-01-04,Gadwall
Alabama,Morgan,2023-01-04,Gadwall
Alabama,Morgan,2023-01-04,Gadwall
Alabama,Morgan,2023-01-04,Gadwall
South Carolina,Charleston,2023-01-04,Gadwall
Alabama,Morgan,2023-01-04,Gadwall
South Carolina,Colleton,2023-01-04,Wood duck
Indiana,Greene,2023-01-04,Gadwall
South Carolina,Colleton,2023-01-04,Wood duck
Georgia,Mcintosh,2023-01-04,Northern shoveler
Georgia,Mcintosh,2023-01-04,Green-winged teal
Georgia,Mcintosh,2023-01-04,Green-winged teal
Georgia,Mcintosh,2023-01-04,Green-winged teal
Georgia,Mcintosh,2023-01-04,Green-winged teal
South Carolina,Colleton,2023-01-04,Green-winged teal
South Carolina,Colleton,2023-01-04,Green-winged teal
South Carolina,Colleton,2023-01-04,Green-winged teal
South Carolina,Colleton,2023-01-04,Green-winged teal
South Carolina,Colleton,2023-01-04,Green-winged teal
South Carolina,Colleton,2023-01-04,Green-winged teal
South Carolina,Colleton,2023-01-04,Wood duck
Louisiana,La Salle,2023-01-04,Green-winged teal
Alabama,Limestone,2023-01-04,Green-winged teal
Alabama,Limestone,2023-01-04,Green-winged teal
Alabama,Limestone,2023-01-04,Gadwall
Alabama,Limestone,2023-01-04,Gadwall
Alabama,Limestone,2023-01-04,Gadwall
Alabama,Limestone,2023-01-04,Green-winged teal
Alabama,Limestone,2023-01-04,Gadwall
Alabama,Limestone,2023-01-04,Gadwall
Alabama,Limestone,2023-01-04,Gadwall
Alabama,Limestone,2023-01-04,Gadwall
Alabama,Limestone,2023-01-04,Gadwall
Louisiana,La Salle,2023-01-04,Green-winged teal
Alabama,Limestone,2023-01-04,American wigeon
Louisiana,La Salle,2023-01-04,Green-winged teal
Louisiana,La Salle,2023-01-04,Green-winged teal
Louisiana,La Salle,2023-01-04,Green-winged teal
Louisiana,La Salle,2023-01-04,Green-winged teal
Louisiana,La Salle,2023-01-04,Green-winged teal
Louisiana,La Salle,2023-01-04,Green-winged teal
Louisiana,La Salle,2023-01-04,Green-winged teal
Louisiana,La Salle,2023-01-04,Green-winged teal
Louisiana,La Salle,2023-01-04,Green-winged teal
Alabama,Limestone,2023-01-04,American wigeon
Louisiana,La Salle,2023-01-04,Green-winged teal
Alabama,Shelby,2023-01-03,Black vulture
New York,Onondaga,2023-01-03,Bald eagle
Pennsylvania,Erie,2023-01-03,White-winged scoter
New York,Clinton,2023-01-03,Snow goose
New York,Clinton,2023-01-03,Snow goose
New York,Dutchess,2023-01-03,Red-tailed hawk
New York,Franklin,2023-01-03,Snow goose
New York,Franklin,2023-01-03,Snow goose
New York,Clinton,2023-01-03,Snow goose
New York,Franklin,2023-01-03,Snow goose
Washington,Walla Walla,2023-01-03,Snow goose
California,Imperial,2023-01-03,Snow goose
California,Imperial,2023-01-03,Snow goose
California,Imperial,2023-01-03,Snow goose
Virginia,Henrico,2023-01-03,Blue-winged teal
California,Imperial,2023-01-03,Snow goose
Oregon,Tillamook,2023-01-03,Western gull
Oregon,Clatsop,2023-01-03,Pacific loon
Colorado,Adams,2022-12-30,Red-tailed hawk
Wyoming,Laramie,2022-12-30,Great horned owl
North Carolina,Hyde,2022-12-30,American wigeon
North Carolina,Hyde,2022-12-30,American wigeon
North Carolina,Hyde,2022-12-30,American wigeon
Montana,Big Horn,2022-12-30,Mallard
Nebraska,Red Willow,2022-12-30,Canada goose
Pennsylvania,Adams,2022-12-30,Black vulture
Nebraska,Red Willow,2022-12-30,Canada goose
Colorado,Larimer,2022-12-30,Red-tailed hawk
Colorado,Denver,2022-12-30,Canada goose
Wisconsin,Dane,2022-12-30,Sandhill crane
Connecticut,Hartford,2022-12-30,Red-tailed hawk
Minnesota,Ramsey,2022-12-30,Great horned owl
California,Yuba,2022-12-30,Goose (unidentified)
California,Yuba,2022-12-30,Goose (unidentified)
Florida,Duval,2022-12-30,Bald eagle
Florida,Duval,2022-12-30,Bald eagle
Florida,Charlotte,2022-12-30,Hooded merganser
Florida,Charlotte,2022-12-30,Hooded merganser
Florida,Broward,2022-12-30,Red-shouldered hawk
Florida,Broward,2022-12-30,American Kestrel
Colorado,Larimer,2022-12-30,Red-tailed hawk
California,Alameda,2022-12-30,Red-tailed hawk
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
California,Amador,2022-12-29,Canada goose
Georgia,Hart,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,American wigeon
South Carolina,Charleston,2022-12-29,Gadwall
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
South Carolina,Charleston,2022-12-29,Green-winged teal
Colorado,Pueblo,2022-12-27,Great horned owl
California,Los Angeles,2022-12-27,Gull (unidentified)
Nevada,Churchill,2022-12-27,Green-winged teal
California,Butte,2022-12-27,Turkey vulture
California,Butte,2022-12-27,Snow goose
California,Contra Costa,2022-12-27,Turkey vulture
California,Glenn,2022-12-27,Snow goose
California,Butte,2022-12-27,Snow goose
California,Butte,2022-12-27,Turkey vulture
California,Sutter,2022-12-27,Snow goose
California,San Mateo,2022-12-27,Bald eagle
California,San Mateo,2022-12-27,Common raven
California,San Mateo,2022-12-27,Snow goose
California,Merced,2022-12-27,American white pelican
Colorado,Denver,2022-12-27,Canada goose
Colorado,Larimer,2022-12-27,Great horned owl
California,Siskiyou,2022-12-27,Canada goose
Colorado,Douglas,2022-12-27,Red-tailed hawk
California,Marin,2022-12-27,Great horned owl
California,Marin,2022-12-27,Snow goose
California,San Francisco,2022-12-27,Snowy plover
California,Yuba,2022-12-27,Red-tailed hawk
California,Glenn,2022-12-27,Snow goose
California,Glenn,2022-12-27,Snow goose
California,Glenn,2022-12-27,Snow goose
California,Glenn,2022-12-27,American wigeon
California,San Diego,2022-12-27,White-faced ibis
California,Sutter,2022-12-27,Snow goose
California,San Diego,2022-12-27,White-faced ibis
Wyoming,Goshen,2022-12-27,Canada goose
Wyoming,Goshen,2022-12-27,Canada goose
Indiana,Gibson,2022-12-27,American white pelican
Indiana,Gibson,2022-12-27,Snow goose
Indiana,Gibson,2022-12-27,Snow goose
Washington,Skagit,2022-12-22,Barn owl
Maine,Penobscot,2022-12-22,Mallard
Maine,Penobscot,2022-12-22,Mallard
Maine,Penobscot,2022-12-22,Mallard
Nebraska,Colfax,2022-12-22,Canada goose
Nebraska,Colfax,2022-12-22,Swan (unidentified)
Nebraska,Colfax,2022-12-22,Swan (unidentified)
Oregon,Benton,2022-12-22,Great horned owl
New Jersey,Salem,2022-12-22,Bald eagle
South Dakota,Hand,2022-12-22,Great horned owl
New York,Yates,2022-12-22,Snow goose
New York,Orange,2022-12-22,Black vulture
New York,Orange,2022-12-22,Black vulture
New York,Erie,2022-12-22,Turkey vulture
Washington,Skagit,2022-12-22,Cooper's hawk
North Carolina,Hyde,2022-12-22,Double-crested cormorant
North Carolina,Hyde,2022-12-22,Herring gull
North Carolina,Hyde,2022-12-22,Great black-backed gull
North Carolina,Washington,2022-12-22,Black vulture
Florida,Brevard,2022-12-22,Bufflehead
Mississippi,Oktibbeha,2022-12-22,Black vulture
Maine,Penobscot,2022-12-22,Mallard
Maine,Penobscot,2022-12-22,Mallard
Maine,Penobscot,2022-12-22,Mallard
Maine,Penobscot,2022-12-22,Mallard
Maine,Penobscot,2022-12-22,Mallard
Mississippi,Yazoo,2022-12-22,Bald eagle
Alabama,Jackson,2022-12-22,Canada goose
Mississippi,Lafayette,2022-12-22,Snow goose
Mississippi,Scott,2022-12-22,Black vulture
Mississippi,Madison,2022-12-22,Bald eagle
Maine,Penobscot,2022-12-22,Mallard
Mississippi,Oktibbeha,2022-12-22,Black vulture
Mississippi,Oktibbeha,2022-12-22,Black vulture
Mississippi,Oktibbeha,2022-12-22,Black vulture
Washington,Grant,2022-12-22,Mallard
Washington,Grant,2022-12-22,Mallard
Washington,Grant,2022-12-22,Mallard
Mississippi,Oktibbeha,2022-12-22,Black vulture
Kansas,Rooks,2022-12-22,Snow goose
Kansas,Rooks,2022-12-22,Red-tailed hawk
Kansas,Finney,2022-12-22,Great-tailed grackle
Kansas,Finney,2022-12-22,Great-tailed grackle
Kansas,Finney,2022-12-22,Great-tailed grackle
Kansas,Finney,2022-12-22,Snow goose
Kansas,Butler,2022-12-22,Ross's goose
Kansas,Mitchell,2022-12-22,Cooper's hawk
Virginia,Roanoke,2022-12-22,Bald eagle
Texas,Chambers,2022-12-22,Blue-winged teal
