Date,Close/Last,Volume,Open,High,Low
01/10/2025,$105.58,546550,$106.74,$107.53,$105.39
01/08/2025,$107.57,532158,$108.02,$108.205,$107.095
01/07/2025,$108.21,742122,$109.49,$110.31,$108.16
01/06/2025,$109.44,561165,$112.80,$113.51,$109.41
01/03/2025,$113.46,400749,$113.30,$113.91,$112.37
01/02/2025,$113.31,528003,$114.74,$115.43,$113.15
12/31/2024,$114.46,456978,$113.35,$114.98,$113.35
12/30/2024,$113.51,356129,$114.16,$114.16,$112.99
12/27/2024,$114.48,304369,$113.76,$115.32,$113.76
12/26/2024,$114.72,312295,$113.77,$115.48,$113.77
12/24/2024,$114.22,305465,$114.22,$114.75,$113.585
12/23/2024,$114.54,471899,$115.02,$115.11,$113.91
12/20/2024,$114.85,1581632,$114.59,$117.03,$114.42
12/19/2024,$114.37,657936,$114.88,$116.04,$113.46
12/18/2024,$115.01,811605,$114.71,$115.935,$113.57
12/17/2024,$115.63,779588,$115.91,$116.58,$114.33
12/16/2024,$116.40,1163995,$118.01,$119.73,$116.39
12/13/2024,$117.13,1869111,$119.85,$125.84,$114.00
12/12/2024,$119.76,486033,$119.35,$120.15,$118.66
12/11/2024,$118.82,544709,$119.64,$119.89,$117.59
12/10/2024,$119.00,597650,$117.16,$120.05,$116.585
12/09/2024,$116.89,670632,$117.00,$118.95,$116.30
12/06/2024,$117.48,539543,$120.00,$120.16,$117.11
12/05/2024,$119.92,401493,$120.00,$120.4566,$119.69
12/04/2024,$120.10,568000,$118.48,$120.19,$117.89
12/03/2024,$119.74,539631,$120.78,$120.78,$119.3271
12/02/2024,$120.72,660138,$120.36,$121.38,$119.52
11/29/2024,$120.48,267150,$119.18,$121.07,$118.93
11/27/2024,$119.35,521072,$119.94,$120.82,$119.09
11/26/2024,$119.51,747673,$117.95,$119.59,$117.825
11/25/2024,$117.82,810794,$116.00,$118.73,$116.00
11/22/2024,$115.80,1189322,$113.61,$116.56,$113.16
11/21/2024,$112.93,683296,$110.33,$113.03,$109.36
11/20/2024,$110.39,787028,$109.86,$110.86,$108.86
11/19/2024,$110.31,662767,$108.14,$110.47,$107.66
11/18/2024,$108.53,985017,$106.64,$109.65,$106.49
11/15/2024,$106.14,1446507,$107.00,$107.59,$103.33
11/14/2024,$107.78,740324,$109.66,$110.165,$107.71
11/13/2024,$109.47,410677,$108.96,$109.63,$108.475
11/12/2024,$108.98,398582,$109.97,$109.97,$108.78
11/11/2024,$109.52,379512,$111.07,$111.26,$109.275
11/08/2024,$110.65,411828,$109.01,$110.725,$109.01
11/07/2024,$108.77,548151,$109.05,$110.47,$108.68
11/06/2024,$108.94,676970,$110.50,$112.045,$108.60
11/05/2024,$110.75,317130,$108.88,$110.78,$108.88
11/04/2024,$109.10,504771,$109.62,$110.1935,$108.89
11/01/2024,$109.71,408102,$109.80,$110.6602,$109.475
10/31/2024,$109.21,417213,$109.56,$110.63,$109.16
10/30/2024,$109.43,504994,$109.80,$110.54,$109.39
10/29/2024,$109.94,435669,$111.04,$111.22,$109.80
10/28/2024,$111.46,500642,$111.88,$112.685,$111.41
10/25/2024,$111.21,299183,$112.14,$112.96,$111.18
10/24/2024,$112.18,265711,$112.21,$112.90,$112.01
10/23/2024,$112.40,444315,$111.93,$112.58,$111.637
10/22/2024,$112.28,439276,$112.82,$113.35,$112.18
10/21/2024,$113.24,512853,$115.27,$115.54,$113.22
10/18/2024,$115.21,373980,$115.96,$115.96,$114.54
10/17/2024,$115.93,398304,$115.89,$116.165,$114.98
10/16/2024,$115.98,253491,$115.62,$116.337,$115.62
10/15/2024,$115.67,408458,$115.28,$116.87,$115.28
10/14/2024,$115.07,314342,$113.99,$115.415,$113.83
10/11/2024,$113.69,326594,$113.75,$114.61,$113.60
10/10/2024,$113.11,219209,$113.42,$114.04,$112.61
10/09/2024,$113.08,276830,$113.75,$114.22,$112.78
10/08/2024,$113.46,223028,$113.82,$113.85,$112.9321
10/07/2024,$113.50,435824,$114.53,$114.53,$113.01
10/04/2024,$114.49,366259,$114.04,$114.70,$113.57
10/03/2024,$113.87,428650,$114.90,$114.90,$113.45
10/02/2024,$114.98,329301,$115.48,$115.52,$114.48
10/01/2024,$116.11,352483,$115.41,$116.34,$114.76
09/30/2024,$115.75,409574,$115.88,$116.11,$114.75
09/27/2024,$116.10,414708,$115.79,$116.78,$115.47
09/26/2024,$115.67,304058,$115.02,$115.79,$114.82
09/25/2024,$115.18,476053,$114.71,$115.30,$114.38
09/24/2024,$114.20,356781,$114.50,$115.32,$113.73
09/23/2024,$114.59,540225,$114.57,$115.28,$113.67
09/20/2024,$114.49,1288819,$114.42,$114.75,$113.59
09/19/2024,$114.49,646591,$115.94,$116.01,$113.86
09/18/2024,$115.15,382379,$114.08,$116.19,$113.89
09/17/2024,$114.65,364666,$115.75,$116.65,$114.475
09/16/2024,$115.60,541478,$116.17,$117.06,$115.29
09/13/2024,$115.48,491844,$114.41,$115.53,$114.41
09/12/2024,$114.42,465884,$114.22,$114.89,$113.935
09/11/2024,$114.23,509907,$114.86,$115.08,$113.35
09/10/2024,$115.26,768464,$116.55,$117.27,$114.99
09/09/2024,$116.53,371872,$115.75,$116.975,$115.39
09/06/2024,$115.96,390223,$117.45,$118.28,$115.73
09/05/2024,$117.87,636389,$118.75,$118.96,$117.2301
09/04/2024,$118.23,463198,$116.53,$118.31,$116.53
09/03/2024,$116.92,310397,$115.94,$117.17,$115.46
08/30/2024,$115.77,353118,$115.54,$115.83,$114.76
08/29/2024,$115.63,357078,$116.33,$117.17,$114.82
08/28/2024,$116.03,403969,$115.01,$116.07,$114.72
08/27/2024,$115.20,361344,$114.95,$115.61,$114.5639
08/26/2024,$115.02,428735,$117.00,$117.24,$114.831
08/23/2024,$116.63,326083,$115.30,$116.82,$114.98
08/22/2024,$115.15,269870,$114.65,$115.22,$114.02
08/21/2024,$114.65,335359,$114.95,$115.32,$113.84
08/20/2024,$114.65,513388,$114.91,$115.38,$114.525
08/19/2024,$115.05,439293,$114.00,$115.13,$113.92
08/16/2024,$113.85,308336,$113.60,$114.14,$113.18
08/15/2024,$113.65,339439,$114.78,$114.78,$113.393
08/14/2024,$114.23,418249,$113.87,$115.32,$113.775
08/13/2024,$112.79,369408,$112.31,$113.375,$111.79
08/12/2024,$112.16,358980,$111.43,$112.765,$110.77
08/09/2024,$111.87,409800,$112.26,$112.585,$111.155
08/08/2024,$112.70,443076,$110.84,$113.01,$110.84
08/07/2024,$111.21,780121,$112.31,$113.15,$111.02
08/06/2024,$111.77,541034,$111.94,$113.33,$111.54
08/05/2024,$111.14,551267,$112.50,$113.39,$110.42
08/02/2024,$113.71,938780,$110.87,$114.28,$110.42
08/01/2024,$110.42,828847,$109.36,$111.12,$109.03
07/31/2024,$109.36,525333,$109.17,$109.93,$108.06
07/30/2024,$108.54,775653,$108.59,$109.435,$107.42
07/29/2024,$109.02,428493,$108.29,$109.395,$108.13
07/26/2024,$108.97,517239,$108.54,$109.48,$108.40
07/25/2024,$107.94,444808,$108.41,$110.55,$107.36
07/24/2024,$108.17,477226,$110.03,$110.16,$107.94
07/23/2024,$110.29,249350,$109.81,$110.42,$109.19
07/22/2024,$110.01,379440,$109.50,$110.17,$108.735
07/19/2024,$109.46,337308,$109.99,$110.26,$108.525
07/18/2024,$110.01,321858,$109.27,$110.88,$109.27
07/17/2024,$110.03,427288,$108.23,$110.58,$108.23
07/16/2024,$108.01,323906,$106.84,$108.10,$106.62
07/15/2024,$106.42,512990,$107.53,$107.58,$106.34
07/12/2024,$107.14,701250,$107.26,$108.32,$107.03
07/11/2024,$106.86,595944,$105.18,$107.19,$104.38
07/10/2024,$105.30,719927,$104.00,$105.37,$103.86
07/09/2024,$103.74,495631,$104.98,$105.205,$103.74
07/08/2024,$105.06,319518,$104.89,$105.735,$104.89
07/05/2024,$104.76,578229,$104.21,$105.38,$104.05
07/03/2024,$104.36,191697,$104.33,$104.66,$103.93
07/02/2024,$104.35,305908,$103.60,$104.70,$103.37
07/01/2024,$103.64,454256,$104.59,$105.58,$103.33
06/28/2024,$104.16,694949,$104.11,$104.60,$103.14
06/27/2024,$103.82,397192,$103.50,$104.135,$103.095
06/26/2024,$103.17,495797,$102.63,$103.37,$102.13
06/25/2024,$103.57,376034,$104.93,$105.53,$103.04
06/24/2024,$104.93,644446,$104.35,$105.09,$103.82
06/21/2024,$103.99,803249,$102.68,$104.00,$101.51
06/20/2024,$102.28,395268,$101.57,$102.83,$101.57
06/18/2024,$101.99,357464,$101.94,$102.52,$101.64
06/17/2024,$101.95,533277,$100.80,$102.19,$100.19
06/14/2024,$100.99,363359,$100.43,$101.43,$99.70
06/13/2024,$100.86,498489,$101.56,$101.63,$100.125
06/12/2024,$101.68,490023,$103.16,$103.56,$101.04
06/11/2024,$102.60,383179,$103.30,$103.97,$102.51
06/10/2024,$103.49,355210,$103.03,$104.10,$102.12
06/07/2024,$103.96,351937,$104.35,$105.02,$103.64
06/06/2024,$105.10,212823,$104.98,$105.68,$104.0201
06/05/2024,$104.76,363179,$104.91,$105.04,$104.00
06/04/2024,$105.22,339986,$104.57,$106.31,$104.48
06/03/2024,$105.11,348855,$105.92,$106.38,$104.86
05/31/2024,$106.57,758377,$103.38,$106.785,$103.13
05/30/2024,$103.16,390193,$103.44,$103.8639,$102.69
05/29/2024,$103.72,422436,$104.58,$104.96,$103.45
05/28/2024,$105.14,447568,$106.03,$106.40,$104.17
05/24/2024,$106.43,326468,$105.97,$106.58,$105.635
05/23/2024,$105.57,460427,$104.56,$106.26,$104.25
05/22/2024,$104.96,524859,$105.33,$105.595,$104.2347
05/21/2024,$105.61,490933,$104.91,$105.77,$104.365
05/20/2024,$104.89,392524,$106.21,$106.69,$104.86
05/17/2024,$106.22,352474,$106.53,$106.96,$105.80
05/16/2024,$106.38,403752,$105.61,$106.66,$105.3175
05/15/2024,$105.31,409584,$106.55,$106.70,$105.29
05/14/2024,$106.14,337258,$106.72,$107.26,$105.795
05/13/2024,$106.78,433498,$106.92,$107.82,$106.23
05/10/2024,$106.81,362704,$105.81,$106.98,$105.47
05/09/2024,$105.67,569760,$105.68,$106.37,$104.03
05/08/2024,$105.78,490716,$105.70,$106.59,$105.66
05/07/2024,$105.43,509196,$105.58,$106.10,$104.56
05/06/2024,$105.38,817360,$103.22,$105.58,$102.52
05/03/2024,$102.66,911395,$107.18,$108.17,$102.50
05/02/2024,$104.90,1237154,$105.24,$105.825,$104.60
05/01/2024,$104.82,940765,$105.76,$106.09,$104.56
04/30/2024,$106.15,600505,$106.84,$107.065,$105.98
04/29/2024,$107.17,652700,$105.26,$107.25,$105.26
04/26/2024,$105.38,461619,$105.52,$106.30,$105.225
04/25/2024,$105.89,413786,$106.19,$106.23,$105.16
04/24/2024,$106.14,344237,$104.69,$106.26,$104.37
04/23/2024,$105.20,328353,$104.72,$105.31,$104.195
04/22/2024,$104.63,474296,$104.50,$105.29,$103.91
04/19/2024,$104.00,691266,$102.92,$104.54,$102.92
04/18/2024,$102.92,346283,$101.87,$102.985,$101.80
04/17/2024,$101.39,427933,$102.72,$103.27,$100.99
04/16/2024,$102.11,510481,$101.25,$102.28,$101.015
04/15/2024,$101.02,378931,$100.44,$101.18,$100.15
04/12/2024,$99.95,411569,$99.99,$100.51,$99.62
04/11/2024,$100.30,343207,$101.64,$101.99,$100.10
04/10/2024,$101.34,309830,$101.46,$101.81,$100.95
04/09/2024,$102.17,271156,$101.94,$102.21,$101.43
04/08/2024,$101.98,282509,$102.00,$102.68,$101.63
04/05/2024,$102.00,447158,$101.30,$102.50,$101.03
04/04/2024,$101.50,557415,$104.42,$104.42,$101.48
04/03/2024,$103.99,406174,$104.61,$105.02,$103.71
04/02/2024,$104.72,509328,$105.36,$105.63,$104.53
04/01/2024,$105.44,503300,$105.83,$106.525,$105.12
03/28/2024,$106.28,388844,$107.23,$107.67,$106.13
03/27/2024,$106.87,284158,$106.00,$107.015,$106.00
03/26/2024,$105.71,557063,$105.91,$106.95,$105.385
03/25/2024,$106.09,391541,$105.75,$106.12,$105.13
03/22/2024,$105.60,317305,$105.76,$105.995,$105.47
03/21/2024,$105.63,588510,$105.10,$106.59,$105.085
03/20/2024,$105.12,428532,$106.24,$106.76,$105.05
03/19/2024,$105.97,484589,$104.77,$106.09,$104.55
03/18/2024,$104.39,515764,$103.56,$105.27,$103.465
03/15/2024,$103.47,563749,$103.21,$104.21,$102.585
03/14/2024,$103.81,341260,$104.18,$104.26,$103.055
03/13/2024,$104.13,325497,$104.48,$104.93,$104.04
03/12/2024,$103.84,439839,$103.02,$104.34,$102.66
03/11/2024,$103.01,312350,$102.77,$103.65,$102.77
03/08/2024,$102.96,360445,$102.87,$103.60,$102.51
03/07/2024,$102.91,320278,$104.32,$104.40,$102.77
03/06/2024,$104.00,360653,$103.79,$104.36,$103.32
03/05/2024,$103.25,349720,$104.10,$104.10,$102.95
03/04/2024,$103.76,322447,$104.24,$104.5931,$103.571
03/01/2024,$104.29,820214,$104.25,$104.46,$103.165
02/29/2024,$104.16,682328,$105.40,$105.5392,$104.00
02/28/2024,$105.05,545409,$103.17,$105.12,$102.97
02/27/2024,$103.23,372633,$104.46,$104.77,$102.75
02/26/2024,$104.47,335728,$105.80,$106.11,$104.43
02/23/2024,$105.88,330584,$105.24,$105.96,$104.73
02/22/2024,$105.40,401074,$104.72,$105.615,$104.15
02/21/2024,$105.23,372620,$105.96,$106.24,$104.615
02/20/2024,$105.75,526578,$105.44,$107.00,$105.385
02/16/2024,$105.39,767286,$104.93,$105.54,$104.09
02/15/2024,$105.54,487657,$104.17,$105.81,$104.17
02/14/2024,$103.78,663782,$104.05,$104.36,$103.24
02/13/2024,$104.38,565562,$104.13,$105.0003,$103.83
02/12/2024,$104.53,551781,$104.75,$105.075,$104.00
02/09/2024,$104.77,723722,$106.50,$106.7499,$104.58
02/08/2024,$106.47,870589,$104.06,$106.62,$103.95
02/07/2024,$104.30,593243,$104.76,$104.76,$103.57
02/06/2024,$104.26,1180789,$103.86,$105.21,$103.01
02/05/2024,$103.73,1586350,$100.94,$104.20,$99.74
02/02/2024,$101.01,1993981,$99.11,$101.95,$97.32
02/01/2024,$93.82,1116368,$93.01,$94.16,$92.54
01/31/2024,$92.87,1276468,$94.51,$94.799,$92.77
01/30/2024,$94.64,1187937,$93.20,$94.919,$93.20
01/29/2024,$93.20,759282,$93.29,$93.77,$92.70
01/26/2024,$92.79,875881,$92.80,$93.655,$92.71
01/25/2024,$92.55,726027,$92.00,$92.72,$91.59
01/24/2024,$91.63,748878,$92.61,$92.94,$91.46
01/23/2024,$92.58,637033,$92.08,$92.97,$91.695
01/22/2024,$91.72,694837,$92.00,$92.69,$91.28
01/19/2024,$92.16,893598,$92.39,$92.55,$91.09
01/18/2024,$92.33,837253,$92.41,$92.74,$91.77
01/17/2024,$92.81,573027,$92.49,$93.76,$92.49
01/16/2024,$92.92,688198,$93.20,$93.74,$92.36
01/12/2024,$93.19,576999,$93.29,$93.62,$92.87
01/11/2024,$92.48,636253,$92.28,$92.85,$91.62
01/10/2024,$92.60,667252,$93.55,$94.11,$92.32
01/09/2024,$93.76,773164,$92.67,$93.92,$92.35
01/08/2024,$92.66,810121,$91.07,$92.79,$91.07
01/05/2024,$91.27,950955,$90.86,$92.35,$90.44
01/04/2024,$90.87,874805,$90.72,$91.45,$90.34
01/03/2024,$90.45,796080,$91.71,$92.095,$90.21
01/02/2024,$91.59,899541,$87.53,$91.62,$87.53
12/29/2023,$88.06,544527,$87.81,$88.45,$87.69
12/28/2023,$88.18,495519,$87.89,$88.85,$87.89
12/27/2023,$88.33,408923,$88.70,$88.71,$88.04
12/26/2023,$88.72,461291,$88.45,$89.282,$88.45
12/22/2023,$88.74,596932,$88.66,$89.53,$88.51
12/21/2023,$88.20,668644,$87.23,$88.53,$87.145
12/20/2023,$87.15,607936,$87.83,$88.57,$86.67
12/19/2023,$88.54,662839,$88.10,$88.70,$87.81
12/18/2023,$88.24,653307,$87.51,$88.47,$86.60
12/15/2023,$87.13,1333769,$88.60,$88.97,$86.80
12/14/2023,$88.88,799181,$90.47,$90.75,$88.73
12/13/2023,$90.19,726536,$87.85,$90.31,$87.64
12/12/2023,$87.84,856976,$87.21,$88.099,$86.975
12/11/2023,$87.39,881145,$86.77,$87.75,$86.62
12/08/2023,$86.66,538519,$88.00,$88.10,$86.46
12/07/2023,$88.06,787075,$87.45,$88.33,$86.845
12/06/2023,$87.42,780225,$87.14,$87.74,$86.97
12/05/2023,$87.41,813665,$87.87,$88.00,$86.95
12/04/2023,$87.40,1201232,$85.17,$87.65,$85.17
12/01/2023,$85.53,722619,$85.22,$85.999,$84.89
11/30/2023,$85.43,1268929,$84.23,$85.585,$83.73
11/29/2023,$84.43,743668,$85.47,$85.65,$84.37
11/28/2023,$85.62,898825,$87.03,$87.15,$85.34
11/27/2023,$87.17,892223,$86.78,$87.23,$86.23
11/24/2023,$87.03,164629,$86.54,$87.48,$86.3513
11/22/2023,$86.57,761251,$86.56,$86.90,$85.73
11/21/2023,$85.91,939758,$86.19,$86.67,$85.72
11/20/2023,$86.17,1254774,$84.16,$86.69,$84.16
11/17/2023,$84.21,1542692,$86.15,$86.60,$82.86
11/16/2023,$85.39,1368885,$85.49,$85.75,$84.96
11/15/2023,$85.50,753341,$86.04,$86.445,$85.21
11/14/2023,$85.97,339540,$85.11,$85.97,$85.0875
11/13/2023,$84.45,453713,$84.01,$84.655,$83.71
11/10/2023,$84.10,427314,$83.98,$84.22,$83.52
11/09/2023,$84.09,442005,$84.34,$84.36,$83.67
11/08/2023,$84.01,450132,$84.42,$84.51,$83.77
11/07/2023,$84.14,357793,$83.58,$84.20,$83.07
11/06/2023,$83.24,575184,$84.01,$85.87,$82.83
11/03/2023,$84.17,580679,$83.13,$84.77,$82.77
11/02/2023,$82.54,848597,$80.58,$82.55,$80.52
11/01/2023,$80.10,518626,$80.30,$80.38,$79.78
10/31/2023,$80.28,720892,$80.79,$80.98,$79.87
10/30/2023,$80.74,443765,$80.76,$81.085,$80.02
10/27/2023,$80.64,310314,$80.42,$81.35,$80.18
10/26/2023,$80.78,373271,$81.44,$81.84,$80.61
10/25/2023,$81.38,455712,$80.52,$81.85,$80.20
10/24/2023,$80.91,490817,$80.71,$81.38,$80.50
10/23/2023,$80.62,439241,$81.63,$81.94,$80.48
10/20/2023,$81.62,544824,$81.65,$82.065,$81.405
10/19/2023,$81.76,418305,$81.98,$82.45,$81.50
10/18/2023,$82.27,209638,$82.81,$83.35,$82.225
10/17/2023,$82.68,483636,$82.44,$82.97,$82.00
10/16/2023,$82.59,261016,$82.14,$82.63,$81.60
10/13/2023,$81.65,401385,$80.65,$81.85,$80.51
10/12/2023,$79.62,679341,$83.01,$83.01,$78.845
10/11/2023,$83.05,406258,$84.15,$84.79,$82.98
10/10/2023,$84.00,498058,$84.08,$84.57,$83.20
10/09/2023,$83.33,474144,$81.80,$83.36,$81.80
10/06/2023,$82.19,588578,$83.59,$83.59,$81.90
10/05/2023,$84.01,527575,$85.52,$86.15,$83.98
10/04/2023,$85.46,281792,$84.84,$85.485,$84.285
10/03/2023,$84.84,408856,$84.29,$85.44,$84.195
10/02/2023,$84.68,534790,$85.66,$85.79,$84.00
09/29/2023,$85.74,424578,$85.66,$86.05,$85.22
09/28/2023,$85.45,366469,$85.02,$85.845,$84.80
09/27/2023,$84.89,404346,$86.11,$86.26,$84.84
09/26/2023,$85.64,474140,$87.08,$87.25,$85.63
09/25/2023,$87.09,255948,$87.64,$87.92,$87.05
09/22/2023,$88.10,272326,$88.84,$89.155,$87.91
09/21/2023,$88.89,297935,$88.11,$89.42,$87.72
09/20/2023,$88.10,302567,$88.14,$88.57,$87.63
09/19/2023,$87.65,342627,$88.06,$88.47,$87.63
09/18/2023,$88.01,363435,$88.01,$88.275,$87.15
09/15/2023,$87.47,1571045,$88.10,$88.60,$87.32
09/14/2023,$88.31,356573,$86.82,$88.34,$86.82
09/13/2023,$86.73,507352,$87.26,$87.26,$86.31
09/12/2023,$87.11,417609,$87.47,$87.51,$86.32
09/11/2023,$87.17,441106,$87.00,$88.19,$86.9124
09/08/2023,$86.77,863481,$85.71,$86.82,$85.60
09/07/2023,$85.67,1097799,$86.75,$86.87,$85.41
09/06/2023,$86.44,494549,$86.87,$87.54,$86.38
09/05/2023,$86.96,708269,$88.59,$88.79,$86.605
09/01/2023,$88.87,1223852,$90.19,$90.29,$88.81
08/31/2023,$89.71,381942,$89.92,$90.33,$89.60
08/30/2023,$89.91,397290,$89.88,$90.70,$89.88
08/29/2023,$89.92,520072,$89.81,$90.15,$88.75
08/28/2023,$89.57,564083,$90.32,$90.49,$88.97
08/25/2023,$90.35,742770,$89.52,$90.62,$89.27
08/24/2023,$89.14,515302,$88.00,$89.73,$87.82
08/23/2023,$88.11,481157,$88.70,$89.2275,$88.03
08/22/2023,$88.70,616059,$87.11,$88.86,$87.11
08/21/2023,$87.46,658120,$88.00,$88.14,$87.13
08/18/2023,$88.09,999582,$87.65,$88.51,$87.31
08/17/2023,$87.59,698624,$89.03,$89.31,$87.49
08/16/2023,$88.90,541022,$89.92,$90.39,$88.82
08/15/2023,$89.96,561468,$89.19,$90.20,$88.81
08/14/2023,$89.59,1287966,$88.30,$90.05,$87.655
08/11/2023,$88.30,579810,$88.28,$89.03,$88.05
08/10/2023,$87.98,636508,$88.69,$89.00,$87.89
08/09/2023,$88.54,889963,$87.16,$88.98,$86.88
08/08/2023,$87.76,792765,$88.10,$88.10,$86.59
08/07/2023,$88.57,854320,$87.91,$89.47,$87.52
08/04/2023,$87.40,969209,$87.51,$89.21,$87.00
08/03/2023,$85.11,604478,$84.69,$85.30,$84.335
08/02/2023,$84.83,318411,$84.14,$85.11,$84.04
08/01/2023,$84.60,349888,$85.46,$85.69,$84.3125
07/31/2023,$85.30,378803,$85.06,$85.49,$84.75
07/28/2023,$85.01,472232,$84.97,$85.11,$83.99
07/27/2023,$84.44,560831,$85.36,$85.89,$84.38
07/26/2023,$85.44,436577,$86.35,$86.82,$85.38
07/25/2023,$86.67,477393,$86.93,$87.065,$86.01
07/24/2023,$86.97,309825,$87.54,$87.65,$86.47
07/21/2023,$87.43,356741,$88.40,$88.44,$87.25
07/20/2023,$88.10,378059,$87.44,$88.11,$86.77
07/19/2023,$87.00,488002,$86.34,$87.35,$86.34
07/18/2023,$85.97,586989,$85.90,$87.005,$85.52
07/17/2023,$85.80,402845,$86.44,$86.83,$85.73
07/14/2023,$86.44,395827,$87.00,$87.00,$85.725
07/13/2023,$86.82,404654,$86.62,$87.04,$86.03
07/12/2023,$86.33,369391,$85.95,$86.61,$85.61
07/11/2023,$85.65,424240,$85.65,$85.67,$84.605
07/10/2023,$85.42,354965,$86.50,$87.415,$85.24
07/07/2023,$86.57,797994,$86.53,$87.39,$86.17
07/06/2023,$86.72,476481,$86.25,$87.01,$85.60
07/05/2023,$86.54,396599,$86.96,$87.17,$86.29
07/03/2023,$87.40,199554,$86.50,$87.555,$86.205
06/30/2023,$86.65,338587,$85.96,$86.71,$85.8417
06/29/2023,$85.81,306190,$85.05,$86.07,$84.6138
06/28/2023,$85.27,562213,$85.06,$85.81,$83.98
06/27/2023,$86.34,404642,$86.24,$87.26,$85.44
06/26/2023,$86.05,348067,$84.78,$86.42,$84.57
06/23/2023,$85.09,460557,$86.30,$86.39,$84.97
06/22/2023,$86.18,285672,$86.08,$86.18,$85.18
06/21/2023,$85.69,472699,$85.76,$86.08,$85.10
06/20/2023,$85.89,515742,$87.28,$87.28,$85.85
06/16/2023,$87.34,568501,$87.67,$88.42,$87.11
06/15/2023,$87.55,301254,$87.04,$87.78,$86.60
06/14/2023,$87.09,478465,$87.40,$88.14,$86.704
06/13/2023,$87.20,354013,$86.19,$87.68,$86.092
06/12/2023,$86.65,354914,$87.23,$87.87,$86.45
06/09/2023,$87.23,322032,$87.13,$88.06,$86.63
06/08/2023,$87.60,412244,$86.61,$88.11,$86.04
06/07/2023,$87.14,641387,$85.54,$87.67,$85.34
06/06/2023,$84.97,451137,$86.03,$86.175,$84.65
06/05/2023,$85.92,368658,$86.41,$86.41,$85.24
06/02/2023,$86.41,358667,$84.40,$86.49,$84.40
06/01/2023,$84.39,655797,$85.08,$85.29,$84.03
05/31/2023,$84.96,408504,$84.34,$85.43,$83.78
05/30/2023,$83.92,366512,$84.77,$85.75,$83.79
05/26/2023,$85.44,354846,$85.21,$85.83,$84.63
05/25/2023,$85.91,307523,$85.70,$86.33,$85.19
05/24/2023,$85.91,401994,$86.39,$86.82,$85.85
05/23/2023,$86.25,339889,$86.27,$86.79,$85.99
05/22/2023,$86.25,374800,$86.59,$86.90,$85.46
05/19/2023,$86.25,598802,$86.96,$87.50,$85.98
05/18/2023,$86.97,442654,$86.73,$87.14,$86.205
05/17/2023,$87.37,400660,$87.59,$87.7132,$86.405
05/16/2023,$87.45,301717,$87.63,$88.045,$87.1225
05/15/2023,$87.95,312792,$88.72,$88.7983,$87.57
05/12/2023,$88.57,443861,$90.00,$90.275,$88.38
05/11/2023,$89.92,447750,$88.83,$89.96,$88.21
05/10/2023,$89.01,435280,$88.67,$89.42,$88.08
05/09/2023,$88.48,728894,$89.93,$90.08,$88.34
