Date,Close_Last,Volume,Open,High,Low
2015-04-22,32.2613,324813.0,31.9808,32.3147,31.687
2015-04-23,32.1745,753702.0,32.1477,32.4149,31.5
2015-04-24,31.7871,276190.0,32.1411,32.2546,31.54
2015-04-27,31.8406,265108.0,31.8873,32.121,31.5467
2015-04-28,32.3414,343165.0,31.7871,32.4483,31.6536
2015-04-29,31.8472,546346.0,32.4149,32.8155,31.7671
2015-04-30,31.3464,960960.0,31.6202,31.9891,30.6626
2015-05-01,31.1193,430748.0,31.3798,31.8122,31.0526
2015-05-04,31.8539,481863.0,31.0659,31.9407,31.0526
2015-05-05,30.7854,656324.0,31.7404,32.0543,30.4849
2015-05-06,30.1978,440921.0,30.7654,30.8856,29.8839
2015-05-07,30.2245,518479.0,30.0575,30.7253,29.8706
2015-05-08,33.3164,1858647.0,30.338,34.3314,30.0909
2015-05-11,34.2513,1577395.0,32.9825,34.5919,32.6486
2015-05-12,32.6619,1313015.0,33.8439,33.8439,32.2479
2015-05-13,29.9908,2794539.0,32.4816,32.6419,29.6168
2015-05-14,29.8038,1808556.0,30.2846,30.9858,29.6836
2015-05-15,29.2428,3974679.0,29.7837,30.0308,27.8004
2015-05-18,29.6569,1596584.0,28.7687,29.964,28.7687
2015-05-19,28.9356,1135190.0,29.7904,29.9173,28.6285
2015-05-20,28.6017,950746.0,29.0558,29.3296,28.575
2015-05-21,28.348,1435768.0,28.6418,28.9022,28.1877
2015-05-22,28.5483,1111620.0,28.3613,28.762,28.1177
2015-05-26,29.3831,1595668.0,28.3413,29.8372,27.9139
2015-05-27,29.0425,2830304.0,29.4966,30.3313,28.0274
2015-05-28,28.4682,1149231.0,28.9156,29.2228,27.9473
2015-05-29,28.8889,1148376.0,28.4014,29.3831,28.2745
2015-06-01,29.0625,1432288.0,30.0241,30.2525,28.8405
2015-06-02,29.1627,641746.0,28.9624,29.5166,28.9624
2015-06-03,29.6235,783382.0,29.3964,29.8639,29.1026
2015-06-04,29.2228,934444.0,29.4699,30.0509,29.1093
2015-06-05,29.7704,688716.0,29.4231,29.8372,29.0492
2015-06-08,29.8372,802806.0,29.6769,30.0442,29.53
2015-06-09,29.5767,780981.0,29.8372,29.9494,28.9824
2015-06-10,29.9307,959757.0,29.8639,30.3313,29.5901
2015-06-11,30.505,680192.0,29.9507,30.5116,29.8605
2015-06-12,31.0258,624522.0,30.4649,31.1193,30.3447
2015-06-15,31.2329,1095441.0,30.7654,31.6269,30.6252
2015-06-16,32.3614,1358362.0,31.2529,32.6018,31.1594
2015-06-17,32.3481,1193241.0,32.2212,32.8089,31.9474
2015-06-18,33.1294,1026981.0,32.5417,33.4359,32.5084
2015-06-19,34.7455,2620581.0,33.6236,34.879,33.5568
2015-06-22,34.8924,907280.0,34.8657,35.3932,34.7548
2015-06-23,35.6537,1189531.0,34.9792,35.9675,34.8336
2015-06-24,35.066,957604.0,35.7004,36.0544,35.046
2015-06-25,35.3265,728652.0,35.0059,35.8473,34.9792
2015-06-26,35.1595,642447.0,35.4734,35.5068,34.9658
2015-06-29,34.6854,963233.0,34.859,35.4467,34.6587
2015-06-30,36.0143,2562876.0,35.0193,36.4951,34.9057
2015-07-01,35.2263,1506454.0,36.2413,36.6854,34.9992
2015-07-02,35.0927,706862.0,35.2664,35.3064,34.5117
2015-07-06,34.9992,456145.0,34.8256,35.5936,34.6653
2015-07-07,34.4784,866865.0,34.9592,34.9592,33.8773
2015-07-08,34.7922,798144.0,34.298,35.086,34.0977
2015-07-09,34.445,651624.0,35.2196,35.3265,34.3047
2015-07-10,34.7922,375439.0,34.6052,34.9325,34.5451
2015-07-13,35.3732,722784.0,34.859,35.5869,34.8042
2015-07-14,35.9408,491908.0,35.3732,35.9876,35.2396
2015-07-15,35.8006,414188.0,35.8073,36.3282,35.6336
2015-07-16,35.9008,472687.0,35.9408,36.101,35.7205
2015-07-17,36.0343,427323.0,35.8807,36.0677,35.7078
2015-07-20,35.9208,464293.0,35.9208,36.2948,34.8724
2015-07-21,35.627,487713.0,35.9542,36.0811,35.3932
2015-07-22,36.061,322554.0,35.5335,36.1879,35.3598
2015-07-23,35.7939,555274.0,36.061,37.0269,35.627
2015-07-24,35.3999,417040.0,35.6537,36.0009,35.3598
2015-07-27,35.3064,531213.0,35.2263,35.3465,34.8123
2015-07-28,35.7004,319059.0,35.3331,35.9943,34.9926
2015-07-29,35.2864,698781.0,35.4266,35.8821,35.1475
2015-07-30,36.1345,507647.0,35.2597,36.3014,34.9992
2015-07-31,35.8874,447542.0,36.3148,36.3582,35.7605
2015-08-03,35.7205,389201.0,35.9342,35.9742,35.4814
2015-08-04,35.9809,588811.0,35.7071,36.4617,35.44
2015-08-05,35.4533,756003.0,36.0677,36.4216,35.3932
2015-08-06,34.4984,832169.0,35.6003,35.6336,34.1445
2015-08-07,38.7923,4535246.0,37.2898,41.4769,37.2831
2015-08-10,42.4652,2634841.0,39.5269,42.4919,39.5069
2015-08-11,41.8174,1634954.0,41.1697,42.8458,40.789
2015-08-12,41.1897,1509501.0,41.3767,42.2181,40.4485
2015-08-13,41.6505,5562459.0,40.6154,42.5721,40.1346
2015-08-14,44.2616,2642412.0,41.744,44.3092,41.7039
2015-08-17,44.0345,983227.0,44.1013,44.3684,43.4736
2015-08-18,44.0145,931119.0,44.0078,44.2549,43.5737
2015-08-19,43.7073,1219783.0,43.8208,43.9277,42.4118
2015-08-20,43.4001,1311110.0,42.9994,43.9344,42.6522
2015-08-21,42.5654,1164262.0,42.7724,43.1317,41.7173
2015-08-24,40.9627,1406484.0,41.1496,42.4318,40.6421
2015-08-25,41.2899,1315832.0,41.9443,42.2448,41.2231
2015-08-26,41.971,1268155.0,41.931,42.158,40.7223
2015-08-27,42.5453,858732.0,42.3917,42.7457,41.744
2015-08-28,44.1147,1212810.0,42.1781,44.1547,42.1781
2015-08-31,43.5938,1576091.0,43.8342,44.4085,43.5404
2015-09-01,43.1797,1113757.0,43.1397,43.9143,42.8659
2015-09-02,43.7808,1202506.0,43.5337,44.1748,43.0395
2015-09-03,43.7607,781474.0,43.8809,44.6923,43.5203
2015-09-04,43.6739,450150.0,43.4736,43.9344,43.0545
2015-09-08,44.4686,1254895.0,44.2215,44.6623,43.6873
2015-09-09,43.0996,811335.0,44.9628,45.0095,42.9727
2015-09-10,42.8325,954064.0,43.0195,43.3267,42.1113
2015-09-11,44.108,899250.0,42.7857,44.2616,42.7724
2015-09-14,43.5871,861570.0,44.0612,44.0746,43.4936
2015-09-15,45.4436,1395890.0,43.7474,45.5304,43.6873
2015-09-16,45.9444,1004351.0,45.5371,46.0713,45.1324
2015-09-17,46.5655,1229047.0,46.098,47.5939,45.6039
2015-09-18,45.29,1548825.0,46.0646,46.1448,44.7891
2015-09-21,45.8175,713875.0,45.4235,45.9511,45.083
2015-09-22,44.9561,635948.0,45.2165,45.3968,44.5287
2015-09-23,45.3367,674573.0,45.123,45.7681,44.9561
2015-09-24,45.5771,518900.0,45.2165,45.6673,44.8292
2015-09-25,45.0696,578415.0,45.8977,46.1848,44.8659
2015-09-28,40.9827,1837660.0,44.8559,45.3234,40.168
2015-09-29,36.8757,3438198.0,40.6221,41.0228,36.2747
2015-09-30,39.4668,1906897.0,37.9976,40.6822,37.8708
2015-10-01,39.3399,872150.0,39.4735,39.6738,38.3983
2015-10-02,40.2281,786802.0,39.006,40.2548,38.2581
2015-10-05,40.749,792941.0,40.4017,41.1029,40.2147
2015-10-06,40.5019,758202.0,40.5887,40.8491,39.8742
2015-10-07,40.2414,786406.0,40.4752,41.0361,39.6471
2015-10-08,40.6822,500046.0,40.2548,40.8625,39.9209
2015-10-09,40.395,457759.0,40.8758,41.143,40.3817
2015-10-12,40.8157,810179.0,40.4217,40.9159,39.9877
2015-10-13,39.7139,584486.0,40.5887,41.1029,39.6605
2015-10-14,40.395,785747.0,39.7606,40.6622,39.4401
2015-10-15,40.8091,481555.0,40.7089,40.8358,39.9343
2015-10-16,41.0762,465161.0,41.0027,41.4034,40.6354
2015-10-19,41.0294,309355.0,41.1096,41.3012,40.6154
2015-10-20,41.0428,637604.0,40.9426,41.0895,40.2682
2015-10-21,40.7156,430021.0,41.143,41.2899,40.168
2015-10-22,41.2164,347187.0,40.8825,41.5102,40.6822
2015-10-23,40.6488,538737.0,41.5503,41.6505,39.567
2015-10-26,42.5453,1198073.0,41.0695,43.3267,41.0628
2015-10-27,42.3784,427365.0,42.345,42.6909,41.5537
2015-10-28,44.1213,869594.0,42.3851,44.295,42.138
2015-10-29,43.921,433828.0,43.8475,44.2315,43.3
2015-10-30,42.9193,632295.0,43.7407,43.9076,42.5587
2015-11-02,44.3484,927771.0,42.8191,44.9093,42.4485
2015-11-03,43.2065,607212.0,44.3818,44.6022,43.1464
2015-11-04,42.926,572300.0,43.5003,43.9731,42.6589
2015-11-05,43.4869,200986.0,43.0328,43.6071,42.4385
2015-11-06,42.0912,539812.0,43.2532,43.4535,41.5904
2015-11-09,41.3901,338280.0,41.951,42.6655,41.1764
