,County,State,Outbreak Date,Flock Type,Flock Size,State Abbrev,fips,lng,lat
963,Stearns,Minnesota,2025-04-23,WOAH Non-Poultry,4,MN,27145,-94.61299658,45.55199481
964,Polk,Wisconsin,2022-04-23,WOAH Non-Poultry,40,WI,55095,-92.44123483,45.4615393
965,Otter Tail,Minnesota,2022-04-22,Commercial Turkey Meat Bird,27300,MN,27111,-95.70748857,46.4090783
966,Lancaster,Pennsylvania,2022-04-22,Commercial Broiler Production,50300,PA,42071,-76.24786695,40.04261494
967,Yellow Medicine,Minnesota,2022-04-22,Commercial Turkey Meat Bird,49500,MN,27173,-95.86888348,44.71626059
968,Swift,Minnesota,2022-04-22,Commercial Turkey Meat Bird,127400,MN,27151,-95.68142474,45.28288933
969,Renville,North Dakota,2022-04-21,WOAH Non-Poultry,70,ND,38075,-101.6577138,48.71910481
970,Richland,North Dakota,2022-04-21,Commercial Turkey Meat Bird,27500,ND,38077,-96.94827807,46.26461801
971,Todd,Minnesota,2022-04-21,Commercial Turkey Meat Bird,19700,MN,27153,-94.89728962,46.07014445
972,Todd,Minnesota,2022-04-21,Commercial Turkey Meat Bird,37000,MN,27153,-94.89728962,46.07014445
973,Bremer,Iowa,2022-04-21,Commercial Turkey Meat Bird,29200,IA,19017,-92.31795937,42.77461496
974,Morrison,Minnesota,2022-04-21,Commercial Turkey Meat Bird,40900,MN,27097,-94.26690418,46.01207437
975,Stearns,Minnesota,2022-04-20,Commercial Turkey Meat Bird,62800,MN,27145,-94.61299658,45.55199481
976,Todd,Minnesota,2022-04-20,Commercial Turkey Meat Bird,30300,MN,27153,-94.89728962,46.07014445
977,Elkhart,Indiana,2022-04-20,Commercial Duck Meat Bird,6600,IN,18039,-85.85885682,41.59771704
978,Stearns,Minnesota,2022-04-20,Commercial Turkey Meat Bird,72000,MN,27145,-94.61299658,45.55199481
979,Lancaster,Pennsylvania,2022-04-20,Commercial Table Egg Layer,879400,PA,42071,-76.24786695,40.04261494
980,Glacier,Montana,2022-04-20,WOAH Poultry,54200,MT,30035,-112.9959167,48.70514099
981,Lancaster,Pennsylvania,2022-04-20,Commercial Table Egg Layer,1127700,PA,42071,-76.24786695,40.04261494
982,Todd,Minnesota,2022-04-20,Commercial Turkey Meat Bird,30100,MN,27153,-94.89728962,46.07014445
983,Madison,Idaho,2022-04-20,WOAH Poultry,200,ID,16065,-111.6592182,43.78411982
984,Beadle,South Dakota,2023-04-19,Commercial Turkey Meat Bird,75800,SD,46005,-98.27883711,44.41467039
985,Dickey,North Dakota,2023-04-19,Commercial Turkey Meat Bird,58500,ND,38021,-98.50488391,46.11017237
986,Montrose,Colorado,2022-04-19,Commercial Broiler Breeder,58000,CO,8085,-108.2688129,38.4024194
987,Meeker,Minnesota,2022-04-19,Commercial Turkey Meat Bird,53000,MN,27093,-94.52871063,45.12332877
988,Stutsman,North Dakota,2022-04-19,WOAH Poultry,20,ND,38093,-98.95894925,46.97927215
989,Morrison,Minnesota,2022-04-19,Commercial Turkey Meat Bird,58100,MN,27097,-94.26690418,46.01207437
990,Kandiyohi,Minnesota,2022-04-19,Commercial Turkey Meat Bird,38700,MN,27067,-95.00576302,45.15252304
991,Gooding,Idaho,2022-04-19,WOAH Non-Poultry,80,ID,16047,-114.8116615,42.97094353
992,La Plata,Colorado,2022-04-19,WOAH Poultry,40,CO,8067,-107.843327,37.28655123
993,Morrison,Minnesota,2022-04-19,Commercial Turkey Meat Bird,17600,MN,27097,-94.26690418,46.01207437
994,Kandiyohi,Minnesota,2022-04-19,Commercial Turkey Meat Bird,35700,MN,27067,-95.00576302,45.15252304
995,Otter Tail,Minnesota,2022-04-19,Commercial Turkey Meat Bird,29700,MN,27111,-95.70748857,46.4090783
996,Morrison,Minnesota,2022-04-19,Commercial Turkey Meat Bird,47700,MN,27097,-94.26690418,46.01207437
997,Swift,Minnesota,2022-04-19,Commercial Turkey Meat Bird,31600,MN,27151,-95.68142474,45.28288933
998,Queens,New York,2025-04-18,Live Bird Market,0,NY,36081,-73.81734511,40.70829859
999,Kings,New York,2023-04-18,Live Bird Market,1400,NY,36047,-73.93708255,40.63562226
1000,Roosevelt,New Mexico,2024-04-17,Commercial Breeder (Multiple Bird Species),51800,NM,35041,-103.4801987,34.02127232
1001,Newaygo,Michigan,2024-04-17,Commercial Turkey Meat Bird,67200,MI,26123,-85.80070154,43.5544124
1002,Putnam,New York,2023-04-17,WOAH Poultry,110,NY,36079,-73.74940843,41.42650368
1003,Bonneville,Idaho,2023-04-17,WOAH Non-Poultry,40,ID,16019,-111.6147928,43.38792191
1004,Moffat,Colorado,2023-04-17,WOAH Non-Poultry,80,CO,8081,-108.2075581,40.61858161
1005,Ionia,Michigan,2024-04-16,Commercial Table Egg Layer,2422700,MI,26067,-85.07413319,42.94502238
1006,Menominee,Michigan,2022-04-16,WOAH Non-Poultry,30,MI,26109,-87.55660994,45.58036988
1007,Roosevelt,New Mexico,2024-04-15,Commercial Breeder (Multiple Bird Species),15900,NM,35041,-103.4801987,34.02127232
1008,Miami-Dade,Florida,2024-04-15,Live Bird Market,90,FL,12086,-80.55914415,25.61511557
1009,Utah,Utah,2022-04-15,WOAH Non-Poultry,7,UT,49049,-111.670284,40.11980262
1010,Polk,Wisconsin,2022-04-15,Commercial Turkey Meat Bird,22000,WI,55095,-92.44123483,45.4615393
1011,Lancaster,Pennsylvania,2022-04-15,Commercial Table Egg Layer,1380500,PA,42071,-76.24786695,40.04261494
1012,Macomb,Michigan,2022-04-15,WOAH Non-Poultry,40,MI,26099,-82.93255517,42.69584067
1013,Livingston,Michigan,2022-04-15,WOAH Non-Poultry,20,MI,26093,-83.9117077,42.60389287
1014,Darke,Ohio,2025-04-14,Commercial Table Egg Layer,293300,OH,39037,-84.61945793,40.13381861
1015,Queens,New York,2025-04-14,Live Bird Market,390,NY,36081,-73.81734511,40.70829859
1016,Rosebud,Montana,2023-04-14,WOAH Non-Poultry,0,MT,30087,-106.7307531,46.22979285
1017,Sheridan,Nebraska,2023-04-14,WOAH Non-Poultry,10,NE,31161,-102.4088866,42.50454159
1018,Gooding,Idaho,2022-04-14,WOAH Poultry,20,ID,16047,-114.8116615,42.97094353
1019,Blue Earth,Minnesota,2022-04-14,Commercial Turkey Meat Bird,26400,MN,27013,-94.06697737,44.03450234
1020,Caribou,Idaho,2022-04-14,WOAH Non-Poultry,7,ID,16029,-111.5621762,42.77049766
1021,Lamoure,North Dakota,2022-04-14,WOAH Non-Poultry,10,ND,,,
1022,Sheboygan,Wisconsin,2022-04-14,WOAH Non-Poultry,20,WI,55117,-87.94566398,43.72108736
1023,Columbia,Wisconsin,2022-04-14,WOAH Non-Poultry,70,WI,55021,-89.33408259,43.4669904
1024,Meeker,Minnesota,2022-04-14,Commercial Turkey Meat Bird,73200,MN,27093,-94.52871063,45.12332877
1025,Elkhart,Indiana,2022-04-14,Commercial Duck Breeder,6400,IN,18039,-85.85885682,41.59771704
1026,Mcpherson,Kansas,2022-04-13,Commercial Turkey Breeder Hens,6900,KS,,,
1027,Otter Tail,Minnesota,2022-04-13,Commercial Turkey Meat Bird,35700,MN,27111,-95.70748857,46.4090783
1028,Blue Earth,Minnesota,2022-04-13,Commercial Turkey Meat Bird,22700,MN,27013,-94.06697737,44.03450234
1029,Menominee,Michigan,2022-04-13,WOAH Poultry,350,MI,26109,-87.55660994,45.58036988
1030,Barnes,North Dakota,2022-04-13,WOAH Poultry,90,ND,38003,-98.07170952,46.93593125
1031,Deuel,South Dakota,2022-04-13,Commercial Upland Gamebird Producer,1400,SD,46039,-96.66802862,44.76015949
1032,Benton,Minnesota,2022-04-13,WOAH Non-Poultry,7,MN,27009,-93.9984359,45.69827623
1033,Waseca,Minnesota,2022-04-13,Commercial Turkey Meat Bird,20300,MN,27161,-93.58720505,44.0220714
1034,Roosevelt,New Mexico,2024-04-12,Commercial Breeder (Multiple Bird Species),61500,NM,35041,-103.4801987,34.02127232
1035,Modoc,California,2023-04-12,WOAH Non-Poultry,60,CA,6049,-120.7251192,41.58969344
1036,Pueblo,Colorado,2023-04-12,WOAH Non-Poultry,30,CO,8101,-104.5124892,38.17377693
1037,Putnam,New York,2023-04-12,WOAH Poultry,200,NY,36079,-73.74940843,41.42650368
1038,Morrison,Minnesota,2022-04-12,Commercial Broiler Production,42900,MN,27097,-94.26690418,46.01207437
1039,Kandiyohi,Minnesota,2022-04-12,Commercial Turkey Meat Bird,37100,MN,27067,-95.00576302,45.15252304
1040,Sheridan,North Dakota,2022-04-12,WOAH Non-Poultry,30,ND,38083,-100.3455585,47.5754264
1041,Toole,Montana,2022-04-12,WOAH Non-Poultry,20,MT,30101,-111.6959501,48.65534485
1042,Dixon,Nebraska,2022-04-12,Commercial Table Egg Layer,1746900,NE,31051,-96.86826909,42.49349461
1043,Morrison,Minnesota,2022-04-12,Commercial Turkey Meat Bird,37600,MN,27097,-94.26690418,46.01207437
1044,Barron,Wisconsin,2022-04-12,Commercial Turkey Meat Bird,46500,WI,55005,-91.84833604,45.42372695
1045,Morrison,Minnesota,2022-04-12,Commercial Table Egg Layer,216200,MN,27097,-94.26690418,46.01207437
1046,Wayne,North Carolina,2022-04-12,Commercial Broiler Production,89700,NC,37191,-78.00407767,35.36389637
1047,Yellow Medicine,Minnesota,2022-04-12,Commercial Turkey Meat Bird,44800,MN,27173,-95.86888348,44.71626059
1048,Benton,Minnesota,2022-04-12,WOAH Non-Poultry,130,MN,27009,-93.9984359,45.69827623
1049,Jefferson,New York,2025-04-11,WOAH Non-Poultry,200,NY,36045,-75.93125006,44.04796973
1050,Hardin,Iowa,2025-04-11,WOAH Non-Poultry,410,IA,19083,-93.24040527,42.38393029
1051,Queens,New York,2025-04-11,Live Bird Market,240,NY,36081,-73.81734511,40.70829859
1052,Meeker,Minnesota,2024-04-11,Commercial Turkey Meat Bird,68500,MN,27093,-94.52871063,45.12332877
1053,Menominee,Michigan,2022-04-11,WOAH Non-Poultry,70,MI,26109,-87.55660994,45.58036988
1054,Grant,Kansas,2024-04-10,WOAH Poultry,17700,KS,20067,-101.3079758,37.56227336
1055,Mitchell,Kansas,2023-04-10,WOAH Non-Poultry,30,KS,20123,-98.20900663,39.39334518
1056,Roosevelt,New Mexico,2025-04-09,WOAH Non-Poultry,9,NM,35041,-103.4801987,34.02127232
1057,Ionia,Michigan,2024-04-09,Commercial Table Egg Layer,2147500,MI,26067,-85.07413319,42.94502238
1058,Swift,Minnesota,2022-04-09,Commercial Turkey Meat Bird,130900,MN,27151,-95.68142474,45.28288933
1059,Le Sueur,Minnesota,2022-04-09,Commercial Turkey Meat Bird,37800,MN,27079,-93.72984216,44.37144158
1060,Stearns,Minnesota,2022-04-09,Commercial Turkey Meat Bird,26100,MN,27145,-94.61299658,45.55199481
1061,Yankton,South Dakota,2022-04-09,Commercial Turkey Meat Bird,76100,SD,46135,-97.39494039,43.00895493
1062,Queens,New York,2025-04-08,Live Bird Market,0,NY,36081,-73.81734511,40.70829859
1063,Curry,New Mexico,2025-04-08,WOAH Poultry,200,NM,35009,-103.3468992,34.57414777
1064,Beadle,South Dakota,2025-04-08,Commercial Turkey Meat Bird,33400,SD,46005,-98.27883711,44.41467039
1065,Stutsman,North Dakota,2022-04-08,WOAH Poultry,40,ND,38093,-98.95894925,46.97927215
1066,Edmunds,South Dakota,2022-04-08,Commercial Turkey Meat Bird,36400,SD,46045,-99.21540939,45.41847898
1067,Elkhart,Indiana,2022-04-08,Commercial Duck Breeder,4700,IN,18039,-85.85885682,41.59771704
1068,Pitkin,Colorado,2022-04-08,WOAH Poultry,30,CO,8097,-106.9159345,39.21732141
1069,Clark,South Dakota,2022-04-08,Commercial Turkey Meat Bird,38700,SD,46025,-97.72949102,44.8584651
1070,Renville,Minnesota,2022-04-08,Commercial Turkey Meat Bird,76400,MN,27129,-94.94679511,44.72672673
1071,Otter Tail,Minnesota,2022-04-08,Commercial Turkey Meat Bird,29900,MN,27111,-95.70748857,46.4090783
1072,Sheboygan,Wisconsin,2025-04-07,WOAH Poultry,38900,WI,55117,-87.94566398,43.72108736
1073,Queens,New York,2025-04-07,Live Bird Market,300,NY,36081,-73.81734511,40.70829859
1074,Cascade,Montana,2022-04-07,WOAH Poultry,22000,MT,30013,-111.3474099,47.30823753
1075,Wayne,North Carolina,2022-04-07,Commercial Turkey Meat Bird,18500,NC,37191,-78.00407767,35.36389637
1076,Racine,Wisconsin,2022-04-07,WOAH Poultry,220,WI,55101,-88.06111861,42.74731284
1077,Kandiyohi,Minnesota,2022-04-07,Commercial Turkey Breeder Hens,20800,MN,27067,-95.00576302,45.15252304
1078,Judith Basin,Montana,2022-04-07,WOAH Non-Poultry,20,MT,30045,-110.2659877,47.04516111
1079,Dade,Missouri,2022-04-06,Commercial Turkey Meat Bird,14000,MO,29057,-93.8503345,37.431814
1080,Wayne,North Carolina,2022-04-06,Commercial Broiler Production,65600,NC,37191,-78.00407767,35.36389637
1081,Park,Wyoming,2022-04-06,WOAH Non-Poultry,100,WY,56029,-109.5885953,44.52053528
1082,Fulton,New York,2022-04-06,WOAH Non-Poultry,4,NY,36035,-74.42194258,43.11377432
1083,Mcpherson,South Dakota,2022-04-06,Commercial Turkey Meat Bird,45900,SD,,,
1084,Wayne,North Carolina,2022-04-06,Commercial Broiler Production,216000,NC,37191,-78.00407767,35.36389637
1085,Waseca,Minnesota,2022-04-06,Commercial Turkey Meat Bird,17900,MN,27161,-93.58720505,44.0220714
1086,Queens,New York,2023-04-05,Live Bird Market,1300,NY,36081,-73.81734511,40.70829859
1087,Big Stone,Minnesota,2022-04-05,Commercial Turkey Meat Bird,49500,MN,27011,-96.41134505,45.42651259
1088,Morrison,Minnesota,2022-04-05,Commercial Turkey Meat Bird,26200,MN,27097,-94.26690418,46.01207437
1089,Wayne,North Carolina,2022-04-05,Commercial Turkey Meat Bird,14200,NC,37191,-78.00407767,35.36389637
1090,Spink,South Dakota,2022-04-05,Commercial Turkey Meat Bird,26300,SD,46115,-98.34623659,44.93824835
1091,Faulk,South Dakota,2022-04-05,Commercial Turkey Meat Bird,48000,SD,46049,-99.14535601,45.07082625
1092,Hardin,Iowa,2022-04-05,Commercial Turkey Meat Bird,46000,IA,19083,-93.24040527,42.38393029
1093,Waseca,Minnesota,2022-04-05,Commercial Turkey Meat Bird,25500,MN,27161,-93.58720505,44.0220714
1094,Stearns,Minnesota,2022-04-05,Commercial Turkey Meat Bird,40800,MN,27145,-94.61299658,45.55199481
1095,Morrison,Minnesota,2022-04-05,Commercial Turkey Meat Bird,105300,MN,27097,-94.26690418,46.01207437
1096,Meeker,Minnesota,2022-04-05,Commercial Turkey Meat Bird,128500,MN,27093,-94.52871063,45.12332877
1097,Beadle,South Dakota,2022-04-05,Commercial Turkey Meat Bird,55600,SD,46005,-98.27883711,44.41467039
1098,Clark,South Dakota,2022-04-05,Commercial Turkey Meat Bird,24000,SD,46025,-97.72949102,44.8584651
1099,Waldo,Maine,2022-04-05,WOAH Non-Poultry,50,ME,23027,-69.14427892,44.50136648
1100,Lawrence,Missouri,2022-04-05,Commercial Turkey Meat Bird,27600,MO,29109,-93.83291444,37.10627971
1101,Scotts Bluff,Nebraska,2022-04-05,WOAH Non-Poultry,30,NE,31157,-103.7084612,41.85095717
1102,Cass,North Dakota,2022-04-05,WOAH Non-Poultry,110,ND,38017,-97.24822334,46.93292237
1103,Orleans,New York,2022-04-05,WOAH Poultry,30,NY,36073,-78.23141929,43.25158537
1104,Sheridan,Wyoming,2022-04-05,WOAH Non-Poultry,50,WY,56033,-106.8799546,44.79068012
1105,Larimer,Colorado,2025-04-04,WOAH Non-Poultry,20,CO,8069,-105.4615545,40.6665145
1106,Kandiyohi,Minnesota,2022-04-04,Commercial Turkey Breeder Hens,20400,MN,27067,-95.00576302,45.15252304
1107,Hamilton,Iowa,2022-04-04,Commercial Turkey Poult Supplier,8100,IA,19079,-93.70672502,42.38395377
1108,Mcpherson,South Dakota,2022-04-04,Commercial Turkey Meat Bird,61000,SD,,,
1109,Kandiyohi,Minnesota,2022-04-04,Commercial Turkey Meat Bird,38500,MN,27067,-95.00576302,45.15252304
1110,Becker,Minnesota,2022-04-04,Commercial Turkey Meat Bird,44700,MN,27005,-95.67483556,46.93523736
1111,Morrison,Minnesota,2022-04-04,Commercial Turkey Meat Bird,32400,MN,27097,-94.26690418,46.01207437
1112,Lamoure,North Dakota,2022-04-04,Commercial Turkey Meat Bird,50900,ND,,,
1113,Kandiyohi,Minnesota,2022-04-04,Commercial Turkey Breeder Hens,48500,MN,27067,-95.00576302,45.15252304
1114,Le Sueur,Minnesota,2023-04-03,WOAH Non-Poultry,100,MN,27079,-93.72984216,44.37144158
1115,Le Sueur,Minnesota,2022-04-03,Commercial Turkey Meat Bird,19600,MN,27079,-93.72984216,44.37144158
1116,Dodge,Minnesota,2022-04-03,Commercial Turkey Meat Bird,20000,MN,27039,-92.86236786,44.02229546
1117,Erath,Texas,2022-04-03,Commercial Upland Gamebird Producer,1700,TX,48143,-98.21770884,32.23614282
1118,Queens,New York,2025-04-02,Live Bird Market,40,NY,36081,-73.81734511,40.70829859
1119,Ionia,Michigan,2024-04-02,Commercial Table Egg Layer,1928500,MI,26067,-85.07413319,42.94502238
1120,Parmer,Texas,2024-04-02,Commercial Table Egg Layer,1894100,TX,48369,-102.7844494,34.52993922
1121,Spink,South Dakota,2022-04-02,Commercial Turkey Meat Bird,41800,SD,46115,-98.34623659,44.93824835
1122,Sac,Iowa,2022-04-02,Commercial Turkey Meat Bird,37200,IA,19161,-95.10547892,42.38624071
1123,Lake,South Dakota,2022-04-02,Commercial Turkey Meat Bird,59000,SD,46079,-97.12926365,44.02193107
1124,Johnston,North Carolina,2022-04-02,Commercial Turkey Meat Bird,9500,NC,37101,-78.36537336,35.51761602
1125,Humboldt,Iowa,2022-04-02,Commercial Table Egg Breeder,15300,IA,19091,-94.20722537,42.7764426
1126,Johnston,North Carolina,2022-04-02,Commercial Turkey Meat Bird,18900,NC,37101,-78.36537336,35.51761602
1127,Stearns,Minnesota,2022-04-02,Commercial Turkey Meat Bird,27600,MN,27145,-94.61299658,45.55199481
1128,Wayne,North Carolina,2022-04-02,Commercial Turkey Meat Bird,16900,NC,37191,-78.00407767,35.36389637
1129,Lamoure,North Dakota,2022-04-02,Commercial Turkey Meat Bird,27400,ND,,,
1130,Delaware,New York,2025-04-01,WOAH Non-Poultry,60,NY,36025,-74.96687059,42.19791446
1131,Edmunds,South Dakota,2022-04-01,Commercial Turkey Breeder Replacement Hens,30600,SD,46045,-99.21540939,45.41847898
1132,Rock,Wisconsin,2022-04-01,WOAH Non-Poultry,20,WI,55105,-89.0712802,42.67118649
1133,Fremont,Wyoming,2022-04-01,WOAH Non-Poultry,50,WY,56013,-108.6304217,43.04055711
1134,Charles Mix,South Dakota,2022-04-01,Commercial Turkey Meat Bird,81500,SD,46023,-98.58785039,43.20792726
1135,Jasper,Missouri,2022-04-01,Commercial Turkey Meat Bird,35300,MO,29097,-94.34047486,37.20351967
1136,Dickey,North Dakota,2022-04-01,Commercial Turkey Meat Bird,60700,ND,38021,-98.50488391,46.11017237
1137,Morrison,Minnesota,2022-03-31,Commercial Turkey Meat Bird,52600,MN,27097,-94.26690418,46.01207437
1138,Stearns,Minnesota,2022-03-31,WOAH Non-Poultry,150,MN,27145,-94.61299658,45.55199481
1139,Osceola,Iowa,2022-03-31,Commercial Table Egg Layer,5011700,IA,19143,-95.62422758,43.37868127
1140,Mcpherson,South Dakota,2022-03-31,Commercial Turkey Breeder Hens,26000,SD,,,
1141,Cherokee,Iowa,2022-03-31,Commercial Turkey Meat Bird,88000,IA,19035,-95.62389402,42.73538914
1142,Dickey,North Dakota,2022-03-31,WOAH Poultry,30,ND,38021,-98.50488391,46.11017237
1143,Carroll,Illinois,2022-03-31,WOAH Non-Poultry,40,IL,17015,-89.93380816,42.06794659
1144,Umatilla,Oregon,2023-03-30,WOAH Non-Poultry,50,OR,41059,-118.736681,45.59148273
1145,Brule,South Dakota,2022-03-30,Commercial Turkey Meat Bird,55100,SD,46015,-99.08125406,43.71816719
1146,Lincoln,Maine,2022-03-30,WOAH Non-Poultry,3,ME,23015,-69.54198777,44.06333351
1147,Park,Wyoming,2022-03-30,WOAH Non-Poultry,40,WY,56029,-109.5885953,44.52053528
1148,Buena Vista,Iowa,2022-03-30,Commercial Turkey Meat Bird,35600,IA,19021,-95.15100162,42.73545875
1149,Edmunds,South Dakota,2022-03-29,Commercial Turkey Breeder Hens,21900,SD,46045,-99.21540939,45.41847898
1150,Bon Homme,South Dakota,2022-03-29,Commercial Turkey Meat Bird,48200,SD,46009,-97.88493814,42.98827986
1151,Kandiyohi,Minnesota,2022-03-29,Commercial Turkey Meat Bird,39500,MN,27067,-95.00576302,45.15252304
1152,Spink,South Dakota,2022-03-29,Commercial Turkey Meat Bird,45900,SD,46115,-98.34623659,44.93824835
1153,Kidder,North Dakota,2022-03-29,WOAH Poultry,30,ND,38043,-99.78013842,46.98013909
1154,Johnson,Wyoming,2022-03-29,WOAH Non-Poultry,40,WY,56019,-106.5849297,44.03996832
1155,Lac Qui Parle,Minnesota,2022-03-29,Commercial Turkey Meat Bird,22500,MN,,,
1156,Monroe,New York,2022-03-29,WOAH Poultry,400,NY,36055,-77.69595887,43.14694904
1157,Knox,Maine,2022-03-29,WOAH Non-Poultry,40,ME,23013,-69.15278458,44.12441708
1158,Franklin,Ohio,2022-03-29,WOAH Non-Poultry,8,OH,39049,-83.0091231,39.96927249
1159,Johnston,North Carolina,2022-03-29,Commercial Turkey Meat Bird,32100,NC,37101,-78.36537336,35.51761602
1160,Berkshire,Massachusetts,2022-03-29,WOAH Non-Poultry,260,MA,25003,-73.2062907,42.37045737
1161,Kosciusko,Indiana,2025-03-28,Commercial Table Egg Pullets,21600,IN,18085,-85.86064998,41.24435723
1162,Montgomery,Maryland,2025-03-28,WOAH Non-Poultry,10,MD,24031,-77.20428439,39.13634899
1163,Guilford,North Carolina,2024-03-28,WOAH Non-Poultry,80,NC,37081,-79.78852575,36.07964464
1164,Yuma,Colorado,2023-03-28,WOAH Poultry,310,CO,8125,-102.4246098,40.00284508
1165,Hamilton,Iowa,2022-03-28,Commercial Turkey Meat Bird,25800,IA,19079,-93.70672502,42.38395377
1166,Guthrie,Iowa,2022-03-28,Commercial Table Egg Layer,1460000,IA,19077,-94.50111014,41.68378965
1167,Queens,New York,2025-03-27,Live Bird Market,270,NY,36081,-73.81734511,40.70829859
1168,Lancaster,Pennsylvania,2025-03-27,WOAH Poultry,160,PA,42071,-76.24786695,40.04261494
1169,Hutchinson,South Dakota,2022-03-27,Commercial Turkey Meat Bird,39200,SD,46067,-97.75456287,43.33466314
1170,Clark,South Dakota,2022-03-27,Commercial Turkey Meat Bird,43100,SD,46025,-97.72949102,44.8584651
1171,Mcpherson,South Dakota,2022-03-27,Commercial Turkey Meat Bird,43900,SD,,,
1172,Queens,New York,2025-03-26,Live Bird Market,1100,NY,36081,-73.81734511,40.70829859
1173,Gentry,Missouri,2022-03-26,WOAH Non-Poultry,140,MO,29075,-94.4096279,40.21170604
1174,Washington,Maine,2022-03-26,WOAH Non-Poultry,20,ME,23029,-67.62910779,45.02177186
1175,Meeker,Minnesota,2022-03-26,Commercial Turkey Meat Bird,287500,MN,27093,-94.52871063,45.12332877
1176,Holt,Nebraska,2022-03-26,WOAH Non-Poultry,50,NE,31089,-98.78376243,42.45557846
1177,Bon Homme,South Dakota,2022-03-26,WOAH Non-Poultry,230,SD,46009,-97.88493814,42.98827986
1178,Stearns,Minnesota,2022-03-26,Commercial Turkey Meat Bird,23500,MN,27145,-94.61299658,45.55199481
1179,Mower,Minnesota,2022-03-26,WOAH Non-Poultry,20,MN,27099,-92.75235164,43.67138759
1180,Miami-Dade,Florida,2025-03-25,WOAH Non-Poultry,4,FL,12086,-80.55914415,25.61511557
1181,Franklin,Iowa,2022-03-25,Commercial Table Egg Pullets,250200,IA,19069,-93.26256925,42.73270384
1182,Suffolk,New York,2022-03-25,WOAH Poultry,290,NY,36103,-72.84423227,40.87024178
1183,Mitchell,Kansas,2022-03-25,WOAH Non-Poultry,20,KS,20123,-98.20900663,39.39334518
1184,Hutchinson,South Dakota,2022-03-25,Commercial Turkey Meat Bird,45800,SD,46067,-97.75456287,43.33466314
1185,Ingham,Michigan,2025-03-24,WOAH Non-Poultry,20,MI,26065,-84.37346607,42.59737278
1186,Arapahoe,Colorado,2023-03-24,WOAH Non-Poultry,10,CO,8005,-104.3385011,39.649919
1187,Ellsworth,Kansas,2023-03-24,WOAH Non-Poultry,50,KS,20053,-98.20501891,38.6967292
1188,Macomb,Michigan,2022-03-24,WOAH Non-Poultry,70,MI,26099,-82.93255517,42.69584067
1189,Jerauld,South Dakota,2022-03-24,Commercial Turkey Meat Bird,44000,SD,46073,-98.62965972,44.06637798
1190,Buena Vista,Iowa,2022-03-24,Commercial Turkey Meat Bird,53800,IA,19021,-95.15100162,42.73545875
1191,Butler,Nebraska,2022-03-24,Commercial Broiler Production,418500,NE,31023,-97.13156172,41.22599383
1192,Lapeer,Michigan,2023-03-23,WOAH Poultry,950,MI,26087,-83.22153148,43.09052506
1193,Kingsbury,South Dakota,2022-03-23,Commercial Table Egg Layer,120300,SD,46077,-97.4913945,44.36956169
1194,Beadle,South Dakota,2022-03-23,Commercial Turkey Meat Bird,49900,SD,46005,-98.27883711,44.41467039
1195,Suffolk,New York,2022-03-23,Commercial Upland Gamebird Producer,8500,NY,36103,-72.84423227,40.87024178
1196,Edmunds,South Dakota,2022-03-23,Commercial Turkey Breeder Hens,30800,SD,46045,-99.21540939,45.41847898
1197,Spink,South Dakota,2023-03-22,Commercial Upland Gamebird Producer,570,SD,46115,-98.34623659,44.93824835
1198,Klamath,Oregon,2023-03-22,WOAH Non-Poultry,30,OR,41035,-121.6500072,42.68605026
1199,Hale,Texas,2023-03-22,WOAH Non-Poultry,20,TX,48189,-101.8268114,34.07044901
1200,Queens,New York,2023-03-22,Live Bird Market,140,NY,36081,-73.81734511,40.70829859
1201,Tompkins,New York,2023-03-22,WOAH Poultry,6500,NY,36109,-76.47381763,42.45222263
1202,Charles Mix,South Dakota,2022-03-22,Commercial Turkey Meat Bird,53800,SD,46023,-98.58785039,43.20792726
1203,Cumberland,Maine,2022-03-22,WOAH Poultry,250,ME,23005,-70.37661287,43.83897334
1204,Hanson,South Dakota,2022-03-22,Commercial Turkey Meat Bird,94600,SD,46061,-97.78704306,43.67458361
1205,Beadle,South Dakota,2022-03-22,Commercial Turkey Meat Bird,29400,SD,46005,-98.27883711,44.41467039
1206,Butler,Nebraska,2022-03-22,Commercial Broiler Production,570000,NE,31023,-97.13156172,41.22599383
1207,Franklin,Pennsylvania,2025-03-21,Commercial Turkey Meat Bird,13400,PA,42055,-77.72158008,39.92745705
1208,Cass,Missouri,2025-03-21,WOAH Non-Poultry,10,MO,29037,-94.35504883,38.64793026
1209,Dutchess,New York,2025-03-21,WOAH Non-Poultry,40,NY,36027,-73.74303603,41.76513375
1210,Washington,New York,2023-03-21,WOAH Non-Poultry,50,NY,36115,-73.430748,43.31320642
1211,Hillsborough,Florida,2023-03-21,Live Bird Market,340,FL,12057,-82.30867294,27.92948052
1212,Crawford,Illinois,2025-03-20,Commercial Turkey Meat Bird,18300,IL,17033,-87.75932466,39.00382453
1213,Atlantic,New Jersey,2025-03-20,WOAH Poultry,100,NJ,34001,-74.66040811,39.47790545
1214,Onondaga,New York,2025-03-20,Live Bird Market,470,NY,36067,-76.19460186,43.0061269
1215,Reno,Kansas,2025-03-20,WOAH Non-Poultry,50,KS,20155,-98.08586348,37.95303921
1216,Valencia,New Mexico,2025-03-20,WOAH Non-Poultry,80,NM,35061,-106.8090108,34.71536166
